possibly_sensitive,text,source,id,created_at,lang,reply_settings,author_id,edit_history_tweet_ids,hashtags_list,urls_list,public_metrics_retweet_count,public_metrics_reply_count,public_metrics_like_count,public_metrics_quote_count,pagination_token,current_time
False,"RT @Nescafe_jp: ／
8日目！
#松浦亜弥 さんもお気に入りの 
#ふわラテ が当たる✨
＼

#ネスカフェエクセラふわラテ から 
#まろやかミルク が新登場❤️

ふわっとした泡とクリーミーな味わいで松浦亜弥さんも思わず #ふわいいね☕

応募はフォロー＆この…",Twitter for iPhone,1590879517161447424,2022-11-11T01:30:08.000Z,ja,everyone,1517886870633721857,['1590879517161447424'],"['松浦亜弥', 'ふわラテ', 'ネスカフェエクセラふわラテ', 'まろやかミルク', 'ふわいいね']",[],1234,0,0,0,,2022-11-10 17:30:14.276275
True,"RT @celebillustrate: T hypersexuality + a boyfriend that loves to give blowjobs
#steddie #nsfw https://t.co/u6po791AH1",Twitter for iPhone,1590879517161451520,2022-11-11T01:30:08.000Z,en,everyone,1023396331736498176,['1590879517161451520'],"['steddie', 'nsfw']",['https://twitter.com/celebillustrate/status/1590744818250321921/photo/1'],39,0,0,0,,2022-11-10 17:30:14.301414
False,"Relationships take it. I've never, nor shall I ever, mourn the loss https://t.co/aRVZvFWnEB",Twitter Web App,1590879517186428930,2022-11-11T01:30:08.000Z,en,everyone,1729851510,['1590879517186428930'],[],['https://twitter.com/JesseMohr11/status/1590879507338051585'],0,0,0,0,,2022-11-10 17:30:14.301994
False,"RT @BIGHIT_MUSIC: Indigo
2022.12.2. 
2PM (KST) | 12AM (ET)

#RM #Indigo https://t.co/6xjd0uHdrA",Twitter for iPhone,1590879517169811456,2022-11-11T01:30:08.000Z,tl,everyone,1381882261520322562,['1590879517169811456'],"['RM', 'Indigo']",['https://twitter.com/BIGHIT_MUSIC/status/1590720987338637313/photo/1'],227963,0,0,0,,2022-11-10 17:30:14.310046
False,"RT @AlmostmeinWLD: มาประคองให้อยู่ที่ 1 แบบเดินสับ ๆ เข้า 2 M กันน้า

#BazaarSGXApo
@Nnattawin1 
#Nnattawin",Twitter for Android,1590879517153046529,2022-11-11T01:30:08.000Z,th,everyone,1556637536797495296,['1590879517153046529'],"['BazaarSGXApo', 'Nnattawin']",[],8,0,0,0,,2022-11-10 17:30:14.313490
False,"@jno0n888 @whrumor تهاويل

الناس تبرعت باعضاءها لابعد الناس

وهذا مستكثر وقفة اخوان بينهم

محسسني ان الناس ملاحدة لا دين ولا قيم ولا مبداء",Twitter for Android,1590879517161451521,2022-11-11T01:30:08.000Z,ar,everyone,1141931126157713409,['1590879517161451521'],[],[],0,0,0,0,,2022-11-10 17:30:14.323971
False,RT @AshAgony: Aaron Swartz set up a computer to download academic articles from JSTOR b/c he believed knowledge should be freely available…,Twitter for iPhone,1590879517152772098,2022-11-11T01:30:08.000Z,en,everyone,851895157,['1590879517152772098'],[],[],16426,0,0,0,,2022-11-10 17:30:14.324590
True,RT @QuietBear70: https://t.co/JnP5VfS8XI,Twitter for Android,1590879517165629440,2022-11-11T01:30:08.000Z,zxx,everyone,932352746,['1590879517165629440'],[],"['https://twitter.com/QuietBear70/status/1590809444044402690/photo/1', 'https://twitter.com/QuietBear70/status/1590809444044402690/photo/1', 'https://twitter.com/QuietBear70/status/1590809444044402690/photo/1', 'https://twitter.com/QuietBear70/status/1590809444044402690/photo/1']",1,0,0,0,,2022-11-10 17:30:14.324929
False,ｺｹｯ🐔,Twitter for iPhone,1590879517169840128,2022-11-11T01:30:08.000Z,ja,everyone,1034414253803884545,['1590879517169840128'],[],[],0,0,0,0,,2022-11-10 17:30:14.358051
False,@Bprn19 @CMOTamilnadu @polimernews @News18TamilNadu @igtamil @galattadotcom This is not fake news !! And fyi I am Not just a Reviewer i am a social activist too so burning notes is acceptable and it its illegal !!,Twitter for Android,1590879517174009856,2022-11-11T01:30:08.000Z,en,everyone,1446183968,['1590879517174009856'],[],[],0,0,0,0,,2022-11-10 17:30:14.365727
False,@god_pausu @koro_1101 ん？FFか？,Twitter for Android,1590879517174030337,2022-11-11T01:30:08.000Z,ja,everyone,703477806164942848,['1590879517174030337'],[],[],0,0,0,0,,2022-11-10 17:30:14.371982
False,RT @ARDA42448652: Bir de seçimdir. seçim bir seçmemek #buca yapmanız ~William gerektiğinde; James https://t.co/klak9sB2Rc,Twitter for iPhone,1590879517169487872,2022-11-11T01:30:08.000Z,tr,everyone,1588769641073184768,['1590879517169487872'],['buca'],['https://twitter.com/ARDA42448652/status/1590879504947240960/photo/1'],39,0,0,0,,2022-11-10 17:30:14.372569
False,@Akfamilyhome @SB2749 OH,Twitter for iPhone,1590879517161426944,2022-11-11T01:30:08.000Z,und,everyone,1215723171200012288,['1590879517161426944'],[],[],0,0,0,0,,2022-11-10 17:30:14.373146
False,Way to go! 🏹❤️🏀 https://t.co/QQzKRmcZu5,Twitter for iPhone,1590879517174018049,2022-11-11T01:30:08.000Z,en,everyone,191508937,['1590879517174018049'],[],['https://twitter.com/ysletagbb/status/1590857033192210434'],0,0,0,0,,2022-11-10 17:30:14.379432
False,RT @OzraSarvi: kadar Yüregimiz Mecidiyeköy  Merter Taksim tek ĔŚČŐŔŤ Güngören istanbul kelime kaldık  picine Şirinevler Bağcılar parca Bayr…,Twitter for iPhone,1590879517161177088,2022-11-11T01:30:08.000Z,tr,everyone,1588383454693048320,['1590879517161177088'],[],[],39,0,0,0,,2022-11-10 17:30:14.382539
False,"RT @CountdownTCAS: 29 วัน จนถึงสอบ TGAT/TPAT2-5 66!
36 วัน จนถึงสอบ TPAT1(กสพท) 66!
127 วัน จนถึงสอบ A-Level 66!
#dek66 #TCAS66",Twitter for iPhone,1590879517153067008,2022-11-11T01:30:08.000Z,th,everyone,1511012686758223874,['1590879517153067008'],"['dek66', 'TCAS66']",[],17,0,0,0,,2022-11-10 17:30:14.383399
False,"RT @BTSChartsDailyx: INCREASE THE GAP 🏃🏃‍♀️

GO GO 🚨 VOTE NOW 🚨
(https://t.co/qNa0NPvGVv) https://t.co/gSAUc2sxxG",Twitter for iPhone,1590879517182394368,2022-11-11T01:30:08.000Z,en,everyone,984353687274311681,['1590879517182394368'],[],"['http://2022mama.com/vote', 'https://twitter.com/BTSChartsDailyx/status/1590853242707415042/photo/1']",2981,0,0,0,,2022-11-10 17:30:14.394206
False,RT @Mudoola1: #mersinbayan kulakciktim #mersin fotografciiyor bodurlasmaga dalgakirantim kopmakacaktim (ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑) #mersinesc batiriga…,Twitter Web App,1590879517169831937,2022-11-11T01:30:08.000Z,tr,everyone,1585699604670124035,['1590879517169831937'],"['mersinbayan', 'mersin', 'mersinesc']",[],13,0,0,0,,2022-11-10 17:30:14.394875
False,"RT @AkuoArt: Genshin Magical Girl AU
Guardian of the frozen peaks Ganyu
#原神 #GenshinImpact #Ganyu ❄️❄️ https://t.co/aS5WeuCQSF",Twitter Web App,1590879517148852224,2022-11-11T01:30:08.000Z,en,everyone,2276798552,['1590879517148852224'],"['原神', 'GenshinImpact', 'Ganyu']",['https://twitter.com/AkuoArt/status/1590813226664484864/photo/1'],1056,0,0,0,,2022-11-10 17:30:14.395443
False,"@maaaah0711 最近は嫌なことあんま無いよ( ˙꒳​˙ )笑

で、来週土曜どうするの？？",Twitter for iPhone,1590879517186588672,2022-11-11T01:30:08.000Z,ja,everyone,1082252270845059072,['1590879517186588672'],[],[],0,0,0,0,,2022-11-10 17:30:14.396452
False,quweia ser a soyeon,Twitter for iPhone,1590879517178204162,2022-11-11T01:30:08.000Z,und,everyone,1347327151100600330,['1590879517178204162'],[],[],0,0,0,0,,2022-11-10 17:30:14.424890
False,@echoesjk Irei,Twitter for Android,1590879517186326531,2022-11-11T01:30:08.000Z,eu,everyone,998044482833657856,['1590879517186326531'],[],[],0,0,0,0,,2022-11-10 17:30:14.466114
False,RT @IranIntlbrk: پولیتیکو به نقل از یک دیپلمات ارشد: در نشست هفته آینده شورای حکام آژانس بین‌المللی انرژی اتمی در وین، احتمالا قطعنامه‌ای د…,Twitter for Android,1590879521342861313,2022-11-11T01:30:09.000Z,fa,everyone,1573636778841415680,['1590879521342861313'],[],[],13,0,0,0,,2022-11-10 17:30:15.229176
False,protesting against shou,"Cheap Bots, Done Quick!",1590879521347031040,2022-11-11T01:30:09.000Z,en,everyone,1434112649357312001,['1590879521347031040'],[],[],0,0,0,0,,2022-11-10 17:30:15.229605
False,skjdksks vendo cinquenta tons de cinza pela primeira vez,Twitter for Android,1590879521368338433,2022-11-11T01:30:09.000Z,pt,everyone,1577142244389408772,['1590879521368338433'],[],[],0,0,0,0,,2022-11-10 17:30:15.231354
False,#LeerDescoloniza 47,Twitter for Android,1590879521343148032,2022-11-11T01:30:09.000Z,und,everyone,1562260267756834818,['1590879521343148032'],['LeerDescoloniza'],[],0,0,0,0,,2022-11-10 17:30:15.231811
True,RT @thelilianajas: baby https://t.co/zOrW74BIx6,Twitter for Android,1590879521368334337,2022-11-11T01:30:09.000Z,en,everyone,1203532474980024321,['1590879521368334337'],[],['https://twitter.com/thelilianajas/status/1590829511192772608/photo/1'],604,0,0,0,,2022-11-10 17:30:15.232353
False,"RT @iweti_al: “@WorldBank, @IMFLive &amp; 
other funders need to ensure that all forms of fundings aren't dispersed to 🇪🇹, unless there is peac…",Twitter for Android,1590879521368338432,2022-11-11T01:30:09.000Z,en,everyone,1574137684573945859,['1590879521368338432'],[],[],62,0,0,0,,2022-11-10 17:30:15.233226
False,"RT @augeri_paul: Final: rockville 21, @cromportFB 14. Panthers’ 22-game winning streak is kaput. @GameTimeCT #cthsfb",Twitter for iPhone,1590879521372516352,2022-11-11T01:30:09.000Z,en,everyone,2177575115,['1590879521372516352'],['cthsfb'],[],6,0,0,0,,2022-11-10 17:30:15.233713
False,Called it. Kevin and Cassie have chemistry. #Walker #WalkerIndependence,Twitter for Android,1590879521380925440,2022-11-11T01:30:09.000Z,en,everyone,1201207889056038912,['1590879521380925440'],"['Walker', 'WalkerIndependence']",[],0,0,0,0,,2022-11-10 17:30:15.234103
False,"RT @FicoGutierrez: Para el actual gobierno, el Diálogo con el representante de los industriales está “interrumpido”, pero con criminarles c…",Twitter for Android,1590879521343168513,2022-11-11T01:30:09.000Z,es,everyone,1191692168,['1590879521343168513'],[],[],1587,0,0,0,,2022-11-10 17:30:15.234520
False,"RT @DogRightGirl: No student loan relief for slugs. 😂😂😂😂

Of course announced right after midterms.",Twitter Web App,1590879521363922944,2022-11-11T01:30:09.000Z,en,everyone,1348158399503101952,['1590879521363922944'],[],[],35,0,0,0,,2022-11-10 17:30:15.238893
False,🙅🏾‍♂️ https://t.co/eL2oZRrBo2,Twitter for iPhone,1590879521380921344,2022-11-11T01:30:09.000Z,und,everyone,296306693,['1590879521380921344'],[],['https://twitter.com/patrondelmal_rd/status/1590820680295411712'],0,0,0,0,,2022-11-10 17:30:15.239831
False,"RT @BySutida: 🏆FIN444 #เว็บใหญ่ใจป้ำ🎉
 #สมัตรเติมเงินวันนี้แถม #โปรสมาชิกใหม่
💥50% เทิร์น 3 เท่าอั้น 5000
💥ฝาก 50 รับ 100 ถอนได้ 300
💥ฝาก 4…",Twitter for Android,1590879521343164417,2022-11-11T01:30:09.000Z,th,everyone,1538361562003431424,['1590879521343164417'],"['เว็บใหญ่ใจป้ำ', 'สมัตรเติมเงินวันนี้แถม', 'โปรสมาชิกใหม่']",[],2,0,0,0,,2022-11-10 17:30:15.242652
False,".@KickAshCR has won grand challenge on 11/11/2022 09:27:26 SGT [Monk,Balloon,Lumberjack,Electro Dragon,Phoenix,Tornado,Freeze,Barbarian Barrel]

Deck: https://t.co/GYa9C4yFys

GC Logs: https://t.co/3mH1jsZNBu

Powered by @ AMGinfluence https://t.co/BXlTemX3gz",RoyalePros.com,1590879521359683587,2022-11-11T01:30:09.000Z,en,everyone,1034945012880949249,['1590879521359683587'],[],"['https://link.clashroyale.com/deck/en?deck=26000077;26000006;26000035;26000063;26000087;28000012;28000005;28000015', 'https://royalepros.com/viewprofile/GPPYR9JYR/challenge?lastbattle=1668130046&logs=true', 'https://twitter.com/teamcmcbot/status/1590879521359683587/photo/1']",0,0,0,0,,2022-11-10 17:30:15.247410
False,セブンの限定カラールブリスかっこいいから気になってたのに案の定……,Twitter for Android,1590879521364144128,2022-11-11T01:30:09.000Z,ja,everyone,855079990043398144,['1590879521364144128'],[],[],0,0,0,0,,2022-11-10 17:30:15.253470
False,@Trashlists 🫡🗑,Twitter for iPhone,1590879521347194880,2022-11-11T01:30:09.000Z,und,everyone,1517900232419430402,['1590879521347194880'],[],[],0,0,0,0,,2022-11-10 17:30:15.256858
False,RT @jcenno: @joyicape Are you fully prepared to face this another beautiful morning? I'll be glad to receive a positive responds from you t…,Twitter for Android,1590879521343143936,2022-11-11T01:30:09.000Z,en,everyone,1173978752004411392,['1590879521343143936'],[],[],1,0,0,0,,2022-11-10 17:30:15.257605
False,"RT @Lordvito_tutu3: Simplemente GOTY, el Elder Ring abajó.",Twitter for Android,1590879521376727040,2022-11-11T01:30:09.000Z,es,everyone,1305185329104683009,['1590879521376727040'],[],[],17,0,0,0,,2022-11-10 17:30:15.260463
False,メンメン〜〜〜💕,Twitter for iPhone,1590879521376718848,2022-11-11T01:30:09.000Z,ja,everyone,1324241743,['1590879521376718848'],[],[],0,0,0,0,,2022-11-10 17:30:15.261102
False,"RT @telehit_musica: ¿Qué? 😱 Así es, se viene nueva música de #TXT y aquí te contamos al respecto 👇
https://t.co/vX4XQPnQl8",Twitter for Android,1590879521343176704,2022-11-11T01:30:09.000Z,es,everyone,1225981562128412673,['1590879521343176704'],['TXT'],['https://www.telehit.com/k-pop/txt-anuncia-comeback-cuando-lanzan-su-nuevo-ep'],43,0,0,0,,2022-11-10 17:30:15.261503
False,RT @GammaStereoRoma: Michael Jackson - This Time Around,Twitter Web App,1590879521359953921,2022-11-11T01:30:09.000Z,en,everyone,1443647398987894796,['1590879521359953921'],[],[],1,0,0,0,,2022-11-10 17:30:15.261979
False,"RT @osgaweesh: تعالوا أوريكم مشهد عجيب جدا شوفناه في #قمة_المناخ
#أخر_كلام https://t.co/tN5e0leP5b",Twitter for Android,1590879521363795968,2022-11-11T01:30:09.000Z,ar,everyone,964049634112032768,['1590879521363795968'],"['قمة_المناخ', 'أخر_كلام']",['https://twitter.com/osgaweesh/status/1590788573170581504/video/1'],28,0,0,0,,2022-11-10 17:30:15.264036
False,"@randolfeap Se o @jairbolsonaro dissesse que o mercado fica nervoso à toa, teríamos:
Editorial de 15 minutos numa emissora de tv;
Carta de repúdio das associações de economistas e banqueiros;
Manifestações de 15 ex ministros da economia;
Parlamentares apresentando notícia crime contra ele.",Twitter Web App,1590879521351569409,2022-11-11T01:30:09.000Z,pt,everyone,1251247744896978949,['1590879521351569409'],[],[],0,0,0,0,,2022-11-10 17:30:15.264782
False,"RT @0liviajulianna: With the election results highlighting young people voting D+28 let me re-introduce myself. 

I’m the Director of Polit…",Twitter for iPhone,1590879521372540928,2022-11-11T01:30:09.000Z,en,everyone,1324870450023784448,['1590879521372540928'],[],[],701,0,0,0,,2022-11-10 17:30:15.265236
False,@Lavish_10101 @b511y شف يخوي الصدق العيال مب البنات ههههههههههه,Twitter for Android,1590879521351536641,2022-11-11T01:30:09.000Z,ar,everyone,1577386857381363713,['1590879521351536641'],[],[],0,0,0,0,,2022-11-10 17:30:15.266970
False,@bucketsoflaughs @_Meiggie O.k I will give it to you,Twitter for Android,1590879521343180802,2022-11-11T01:30:09.000Z,en,everyone,1568391384964497412,['1590879521343180802'],[],[],0,0,0,0,,2022-11-10 17:30:15.269662
False,@_onerolita https://t.co/bqClK0C3Ki,Twitter for Android,1590879521347362817,2022-11-11T01:30:09.000Z,qme,everyone,1385288418960322573,['1590879521347362817'],[],['https://twitter.com/Pablo_ovelar23/status/1590879521347362817/photo/1'],0,0,0,0,,2022-11-10 17:30:15.275250
False,"RT @shuffle7101: ⚠️blood, biting (?) just a little...🤭

vamp au #joongdok https://t.co/WqNIEGhesl",Twitter for iPhone,1590879521372135426,2022-11-11T01:30:09.000Z,en,everyone,1223765075154100226,['1590879521372135426'],['joongdok'],['https://twitter.com/shuffle7101/status/1590687667930685445/photo/1'],1514,0,0,0,,2022-11-10 17:30:15.291168
False,@thibarodrigues Maravilhaa! Obrigadissima querido 😘,Twitter for Android,1590879521346965504,2022-11-11T01:30:09.000Z,pt,everyone,57497931,['1590879521346965504'],[],[],0,0,0,0,,2022-11-10 17:30:15.302977
False,"@SLissRiordan @Twitter @elonmusk Brava, Shannon. Brava!🥰👏",Twitter for iPhone,1590879521355751424,2022-11-11T01:30:09.000Z,it,everyone,1557192133328527360,['1590879521355751424'],[],[],0,0,0,0,,2022-11-10 17:30:15.303487
False,@Mollyploofkins Iowa so NO!,Twitter Web App,1590879521343180800,2022-11-11T01:30:09.000Z,sl,everyone,630760154,['1590879521343180800'],[],[],0,0,0,0,,2022-11-10 17:30:15.306062
False,"""I have never loved it more than I do tonight and what I do every night that I step out on that stage."" https://t.co/4RmsBWImbh",SocialNewsDesk,1590879521372110848,2022-11-11T01:30:09.000Z,en,everyone,26299081,['1590879521372110848'],[],['https://country1037fm.com/2022/11/10/luke-combs-its-really-hard-to-believe-honestly/?utm_source=twitter&utm_medium=social&utm_campaign=SND'],0,0,0,0,,2022-11-10 17:30:15.317069
False,@maxchartier Marrrriooo ! 😏,Twitter for iPhone,1590879521355739137,2022-11-11T01:30:09.000Z,es,everyone,142505685,['1590879521355739137'],[],[],0,0,0,0,,2022-11-10 17:30:15.329841
False,@RichLatendresse @SpeakerRyan @WISN12News RINO!,Twitter for Android,1590879521351532544,2022-11-11T01:30:09.000Z,it,everyone,1050484350150692865,['1590879521351532544'],[],[],0,0,0,0,,2022-11-10 17:30:15.333965
False,RT @d00mslayerDave: What's wrong babe? You haven't used your sketoilet yet https://t.co/Pgj8JHlPZD,Twitter Web App,1590879521368334336,2022-11-11T01:30:09.000Z,en,everyone,255763893,['1590879521368334336'],[],['https://twitter.com/d00mslayerDave/status/1566403646622932996/photo/1'],19864,0,0,0,,2022-11-10 17:30:15.346541
False,@lexaprothot I GOT INTO IT BECAUSE OF AN AD TOO but i knew it was a rhythm game the thrusting hips attracted me ainrjwnesk,Twitter Web App,1590879521359933440,2022-11-11T01:30:09.000Z,en,everyone,1577721358401900551,['1590879521359933440'],[],[],0,0,0,0,,2022-11-10 17:30:15.351518
False,https://t.co/AUzOBe0Zsy,Twitter for Android,1590879521376542722,2022-11-11T01:30:09.000Z,zxx,everyone,4047616462,['1590879521376542722'],[],['https://twitter.com/nabilgoda6/status/1590879521376542722/photo/1'],0,0,0,0,,2022-11-10 17:30:15.369473
False,Todo vuela y se va 🦋,Twitter for Android,1590879521368342529,2022-11-11T01:30:09.000Z,es,everyone,1649157704,['1590879521368342529'],[],[],0,0,0,0,,2022-11-10 17:30:15.409921
False,Fuck. That gamble either makes you the hero or the zero if you’re a goalie. Unfortunately for the Oilers…it was hero,Twitter for iPhone,1590879512979726337,2022-11-11T01:30:07.000Z,en,everyone,1237195493131730950,['1590879512979726337'],[],[],0,0,0,0,,2022-11-10 17:30:15.410442
False,"RT @Fun_Viral_Vids: Sometimes, but only sometimes, women get complicated... https://t.co/oTq4EB4OnJ",Twitter for Android,1590879512979738624,2022-11-11T01:30:07.000Z,en,everyone,221592065,['1590879512979738624'],[],['https://twitter.com/Fun_Viral_Vids/status/1590751673437155328/video/1'],814,0,0,0,,2022-11-10 17:30:15.410870
False,"RT @FF_shizu: おはよです🍀 ̖́-
他イベで数人集まってたらCWLSがピロンピロン。どーやら、#アニマ並木道 行くとか？  
よし、うちらも行こうぜぃ🎶って事で
突撃ε-(/๑•̀ω•́)/ ﾄｫｰｯ!!
夕日がなんとも🌅🍁 良きでした✨

#MiDtribe…",Pai-Poser,1590879500392628226,2022-11-11T01:30:04.000Z,ja,everyone,1023912962002771968,['1590879500392628226'],"['アニマ並木道', 'MiDtribe']",[],4,0,0,0,,2022-11-10 17:30:15.411276
True,RT @jesicamichal5: Triglav national park 🏞️ https://t.co/Kwxq0VNVaB,Twitter Web App,1590879500380037120,2022-11-11T01:30:04.000Z,en,everyone,519726574,['1590879500380037120'],[],['https://twitter.com/jesicamichal5/status/1590585722163335168/photo/1'],440,0,0,0,,2022-11-10 17:30:15.411700
False,RT @Abigail93183016: gör Haksız Saçı hem c̳a̳m̳ bağrını s̳a̳n̳a̳l̳ gitme s̳a̳n̳a̳l̳ t̓ü̓r̓k̓p̓o̓r̓n̓o̓ şov sevgiler T̳ür̳k̳i̳f̳s̳a̳ #whatsa…,Twitter for Mac,1590879521355374593,2022-11-11T01:30:09.000Z,tr,everyone,1589427085700890625,['1590879521355374593'],[],[],21,0,0,0,,2022-11-10 17:30:15.416910
False,https://t.co/7CqNia2adM,Twitter for Android,1590879521355571203,2022-11-11T01:30:09.000Z,zxx,everyone,1523506854919385089,['1590879521355571203'],[],['https://twitter.com/i/spaces/1YpKkgaovAYKj'],0,0,0,0,,2022-11-10 17:30:15.436486
False,"久しぶりのZARATAN号。
セリオン向かいに来ました‼️
#Seajacks
#ZARATAN https://t.co/QeXYEAp4r7",Twitter for Android,1590879525558444034,2022-11-11T01:30:10.000Z,ja,everyone,1168498694875779072,['1590879525558444034'],"['Seajacks', 'ZARATAN']",['https://twitter.com/usatetsu3/status/1590879525558444034/photo/1'],0,0,0,0,,2022-11-10 17:30:16.037104
False,"RT @dog_not_kid: 저도 와이지 입사해서 바비 후배 아티스트 하면 김지원 눈웃음 받을 수 있을까요
 https://t.co/6hUGZG3Pbi",Twitter for iPhone,1590879525537447940,2022-11-11T01:30:10.000Z,ko,everyone,1244676894160588800,['1590879525537447940'],[],['https://twitter.com/BobbyOnetop/status/1590871387862097920/video/1'],1,0,0,0,,2022-11-10 17:30:16.277033
False,@nandaparennte @belemtransito Deve ser algum espelho de algum deles refletindo eles mesmos…,Twitter for iPhone,1590879525554249728,2022-11-11T01:30:10.000Z,pt,everyone,143063573,['1590879525554249728'],[],[],0,0,0,0,,2022-11-10 17:30:16.277878
False,"@CTVNews Canadian healthcare system struggling due to @bcndp and @liberal_party currently enforcing a COVID-19 vaccine mandate for workers in the following healthcare settings.:

- Long-term care and assisted living
- Healthcare
- BC Public Service

THE GOVT IS THE PROBLEM",Twitter Web App,1590879525537480705,2022-11-11T01:30:10.000Z,en,everyone,1513575783838543875,['1590879525537480705'],[],[],0,0,0,0,,2022-11-10 17:30:16.279405
False,RT @zz__ma: 나 자휴 1번도 안하고 꼬박꼬박 학교가도 씨플나옴,Twitter for iPhone,1590879525571014656,2022-11-11T01:30:10.000Z,ko,everyone,1316708328978882561,['1590879525571014656'],[],[],2,0,0,0,,2022-11-10 17:30:16.279850
