created_at,lang,author_id,text,edit_history_tweet_ids,possibly_sensitive,source,id,reply_settings,hashtags_list,urls_list,public_metrics_retweet_count,public_metrics_reply_count,public_metrics_like_count,public_metrics_quote_count,next_token
2022-09-20T18:00:04.000Z,tr,919185985132466176,"Cezaevlerinde görüntülü konuşma devri başladı. Aynı cezaevinde adli suçlardan tutuklulara haftada yarım saat görüntülü konuşma hakkı verilirken, siyasi tutuklular bu haktan yararlanamıyor.

Böyle bir ADALET anlayışı kabul edilemez. @adalet_bakanlik 

EGörüşte AyrımYapılmasın https://t.co/uSchysKk66",['1572284471222714372'],False,Twitter for Android,1572284471222714372,everyone,[],['https://twitter.com/UyumluTris/status/1572284471222714372/photo/1'],444,6,510,8,
2022-09-19T19:10:04.000Z,tr,919185985132466176,"Bir insanı kırk yıl sırtında taşırsın, bir gün taşımak istemezsin. Sebebe de gerek yoktur, istemezsin artık yani. Dünyanın en kötü insanı ilan edilirsin.

Şaşmaz...",['1571939700998377472'],False,Twitter for Android,1571939700998377472,everyone,[],[],51,4,135,0,
2022-09-19T18:04:36.000Z,tr,919185985132466176,"Ocak 2021'de tutuklanan, şeker, kolesterol, kalp, mide rahatsızlıkları için her gün avuç dolusu ilaç içen 83 yaşındaki emekli imam Halil Karakoç, artık yürüyemiyor ve Menemen CİK'te yatağından bile çıkamıyor.

Çevik Bir'den farkı nedir? @adalet_bakanlik

#KHKlıAdaletİstiyor https://t.co/Zk7S0WfU4S",['1571923226216865793'],False,Twitter for Android,1571923226216865793,everyone,['KHKlıAdaletİstiyor'],['https://twitter.com/UyumluTris/status/1571923226216865793/photo/1'],494,9,556,5,
2022-09-17T18:01:09.000Z,tr,919185985132466176,"Meriç, her zaman olduğu gibi 2018'de de yürekleri dağlamıştı. Türkiye'deki zulüm ve soykırımdan kaçan Abdürrezzak ve Doğan ailesinin bindiği bot batınca, Meriç'in soğuk sularından çocuk cesetleri toplanmıştı.

Unutmayacağız...

#OnTheRoadOfFreedom 
ÖzgürlükYolunda BitenHayatlar https://t.co/VsBFo1Abzf",['1571197581866274819'],False,Twitter for Android,1571197581866274819,everyone,['OnTheRoadOfFreedom'],['https://twitter.com/UyumluTris/status/1571197581866274819/photo/1'],441,7,460,8,
2022-09-17T09:11:30.000Z,tr,919185985132466176,"Allah'ım;

SEN'den medet isteyen zayıf omuzlara güç ver...",['1571064291289337857'],False,Twitter for Android,1571064291289337857,everyone,[],[],47,6,90,0,
2022-09-16T18:02:05.000Z,tr,919185985132466176,"%89 engelli felçli Şerife Sulukan, 5 aydır cezaevinde tutuklu.

Hiçbir ihtiyacını kendi başına karşılayamamasına rağmen 'cezaevinde kalabilir' raporu verilen Sulukan, kalp ameliyatı için hastaneye götürüldü ve 4 gündür haber alınamıyor. @izmirataturkeah 

ŞerifeSulukana NeOldu https://t.co/TkPjyDy0UA",['1570835426843459584'],False,Twitter for Android,1570835426843459584,everyone,[],['https://twitter.com/UyumluTris/status/1570835426843459584/photo/1'],286,2,291,3,
2022-09-16T12:35:01.000Z,tr,919185985132466176,@FarukKo37714775 Size de hayırlı cumalar Abi 💐,['1570753118115332097'],False,Twitter for Android,1570753118115332097,everyone,[],[],0,0,2,0,
2022-09-16T07:40:39.000Z,tr,919185985132466176,"RT @HastaTutuklular: NEDEN BİLGİ VERİLMİYOR? @izmirataturkeah

5 aydır cezaevinde olan %89 engelli Şerife Sulukan'a CEZAEVİNDE KALABİLİR ra…",['1570679038712352769'],False,Twitter for Android,1570679038712352769,everyone,[],[],278,0,0,0,
2022-09-16T05:58:08.000Z,tr,919185985132466176,"İşiniz nazardan, yolunuz düşmandan, kapınız nankörden, kalbiniz hayırsız insanlardan uzak olsun İnşaAllah...

Günaydın ☀️🌼",['1570653238776692736'],False,Twitter for Android,1570653238776692736,everyone,[],[],43,13,130,1,
2022-09-15T18:00:11.000Z,tr,919185985132466176,"""15 Temmuz 2016'dan beri cezaevinde tutuklu olan bir erim. Askere gelene kadar köyümden çıkmadım, çobandım. Koyunlarımı, köyümü, Erzurum'un dağlarını çok özledim. Anam babam görüşlerime gelemiyor, yüzleri bile silindi aklımdan.""

Abdülillah Sarıtaş/Silivri C.

KHKlı Hukukİstiyor https://t.co/R9Z7BxxBEi",['1570472562865614848'],False,Twitter for Android,1570472562865614848,everyone,[],['https://twitter.com/UyumluTris/status/1570472562865614848/photo/1'],387,8,478,7,
2022-09-15T14:25:33.000Z,tr,919185985132466176,"Erich Fromm der ki:

""İyi hissettiren insanlar bağımlılık yapar."" https://t.co/Q01vetwGPP",['1570418548564176896'],False,Twitter for Android,1570418548564176896,everyone,[],['https://twitter.com/UyumluTris/status/1570418548564176896/photo/1'],31,1,68,0,
2022-09-15T11:36:43.000Z,en,919185985132466176,"Yunus Emre Ayyıldız felt off the boat while fleeing persecutions in Turkey. He can't swim and lost for 1 week.

We call on the authorities to start emergency search and rescue operations for him.

@RebHarms @kmitsotakis @UNHCRGreece #Greece 

#SearchForYunusEmre https://t.co/1xtS0An4gt",['1570376059585011715'],False,Twitter for Android,1570376059585011715,everyone,"['Greece', 'SearchForYunusEmre']",['https://twitter.com/UyumluTris/status/1570376059585011715/photo/1'],264,2,206,1,
2022-09-14T12:06:53.000Z,en,919185985132466176,"A group of Turks are stuck in a small island near Feres/Greece for 6 days. They run out of food. Are seeking help from the Greek authorities. Asking not to be pushed back.

Torture is systematic in Turkey.

@kmitsotakis @RebHarms @UNHCRGreece
https://t.co/OOOrjtJ2HQ",['1570021261794852865'],False,Twitter for Android,1570021261794852865,everyone,[],['https://twitter.com/necdet_celik/status/1570015119182106624/video/1'],589,8,553,7,
2022-09-13T18:00:09.000Z,tr,919185985132466176,"Sn @gergerliogluof:

""Yusuf Bilge Tunç konusunu yakından takip ediyoruz ve kesinlikle kabul etmiyoruz! Bir cinayet mi, fail-i meçhul mü var? Yargısız infaz mı var? Ne oldu, ne bitti? Yusuf Bilge Tunç'u unutmadık unutturmayacağız!""

YusufBilgeTunç Nerede
https://t.co/XS3yDHCrsW",['1569747780159082499'],False,Twitter for Android,1569747780159082499,everyone,[],['https://twitter.com/gergerliogluof/status/1553116401501626370/video/1'],324,2,317,3,
2022-09-10T19:12:39.000Z,tr,919185985132466176,"""Uzun süredir toprak suya, yağmura hasretti. Her yer kurudu; yapraklar, yeşillikler sarardı. Sonra bir rahmet yağdı, ama ne yağdı, güzel yağdı. Toprağa can geldi, yeşillikler gülmeye başladı. Gülmek, tebessüm güzeldir.""

DünyanınRenkleri 20Yaşında
#IFLC20thANNIVERSARY https://t.co/1LlZBzmPzL",['1568678860312702977'],False,Twitter for Android,1568678860312702977,everyone,['IFLC20thANNIVERSARY'],['https://twitter.com/UyumluTris/status/1568678860312702977/photo/1'],272,5,327,2,
2022-09-10T11:26:46.000Z,tr,919185985132466176,"Elimizden ZULMÜ DUYURMAKTAN başka bir şey gelmiyor!

Eda Nur Akkaya ve eşi dün Edirne’de tutuklandı. Eda Nur Akkaya 7 aylık hamile, ve erken doğum riski taşıyor. Hamilelik nedeniyle çok kilo kaybeden ve şu anda 43 kilo olan Eda Nur Akkaya kanunlara göre TUTUKLANAMAZ! @dmtevgar https://t.co/1kCnaMaLXn",['1568561615880036356'],False,Twitter for Android,1568561615880036356,everyone,[],['https://twitter.com/UyumluTris/status/1568561615880036356/photo/1'],573,6,645,6,
2022-09-09T18:00:39.000Z,tr,919185985132466176,"Veysel Tıkaç, kalbinde 9 stentle cezaevinde yaşamaya çalışıyor. Böbrek rahatsızlığı nedeniyle de 10. stent takılamadı. Unutkanlığı ilerleyen Tıkaç, artık konuşmakta da zorlanıyor.

Tedavi hakkından mahrum bırakılan Tıkaç, tahliye edilmeli. @adalet_bakanlik

VeyselTıkaçİçin SesVer https://t.co/gWAZ3cfsAK",['1568298353913372672'],False,Twitter for Android,1568298353913372672,everyone,[],['https://twitter.com/UyumluTris/status/1568298353913372672/photo/1'],477,8,493,10,
2022-09-09T06:28:19.000Z,tr,919185985132466176,"Allah'ım;

Bizlere bu karanlık gecenin sabahını görmeyi nasip eylediğin gibi, zulmet karanlığının ardındaki bahar günlerini de en yakın zamanda görmeyi nasip eyle...

Günaydın 🌞🌼",['1568124121267019778'],False,Twitter for Android,1568124121267019778,everyone,[],[],66,16,190,1,
2022-09-08T18:51:35.000Z,tr,919185985132466176,RT @cesuradalet: Sn Alparslan Altan'la tanışma fırsatı buldum.Melek gibi bir insan.AYM nin en başarılı ve kıdemli raportörü iken üye seçild…,['1567948783928868866'],False,Twitter for Android,1567948783928868866,everyone,[],[],495,0,0,0,
2022-09-08T18:00:06.000Z,tr,919185985132466176,"Anayasa Mahkemesi üyeleri Dr. Alparslan Altan ve Prof. Dr. Erdal Tercan, hukuk ve adalet hiçe sayılarak tam 2241 gündür hücrede tutuluyorlar!

#SuçDeğil https://t.co/Qa4q34P94y",['1567935824515461121'],False,Twitter for Android,1567935824515461121,everyone,['SuçDeğil'],['https://twitter.com/UyumluTris/status/1567935824515461121/photo/1'],734,7,980,8,
2022-09-08T17:19:39.000Z,tr,919185985132466176,"@gokhanozbek Ömer Faruk Gergerlioğlu @gergerliogluof
Sezgin Tanrıkulu @MSTanrikulu
Züleyha Gülüm @zuleyhagulum",['1567925645052624896'],False,Twitter for Android,1567925645052624896,everyone,[],[],8,0,35,0,
2022-09-08T10:23:23.000Z,tr,919185985132466176,"@ozgur_tweet_ @hkn5227 Elhamdülillah daha iyiyim Hocam, saygı benden 💐",['1567820889755979778'],False,Twitter for Android,1567820889755979778,everyone,[],[],0,0,4,0,
2022-09-08T10:16:19.000Z,tr,919185985132466176,"Ruhu hasta olan ne çok insan var. Bulunduğu yeri, makamı babasının çiftliği sanıp istediği gibi sürüyor. Dediğimin üzerine laf nasıl söylersiniz edalarıyla beraber çalıştığı insanlarda enerji falan bırakmıyor. Kimbilir nasıl bir ailede yetiştiler ve nasıl bir çocukluk geçirdiler?",['1567819111794630656'],False,Twitter for Android,1567819111794630656,everyone,[],[],37,1,47,0,
2022-09-07T18:05:15.000Z,tr,919185985132466176,"Yakup Ali; otizm, dirençli epilepsi, kas hastalığı, solunum yetmezliği ve yutma bozukluğu tanıları konulan %94 engelli bir çocuk. Bakımıyla ilgilenen babası Eyüp Çetin Aralık 2021'de tutuklandı.

Eyüp Çetin'in yarın mahkemesi var. @adalet_bakanlik 

OtizmliAli BabasınaKavuşsun https://t.co/eaHLnO1EbX",['1567574736250576898'],False,Twitter for Android,1567574736250576898,everyone,[],['https://twitter.com/UyumluTris/status/1567574736250576898/photo/1'],437,8,439,4,
2022-09-06T18:01:09.000Z,tr,919185985132466176,"Üç çocuk annesi Fatma Gök, 12 Ocak'tan beri Bünyan Cik'te tutuklu.

Doktorların doğduğunda 1,5 yıl ömür biçtiği kızı Ayşe (11) orta zihinsel engelli bir down sendromlu. Konuşamıyor, kendi ihtiyaçlarını gideremiyor. Ayşe, annesine kavuşacağı günü bekliyor.

AnneTutsak ÇocukHasta https://t.co/l9Paq8i77A",['1567211313041924097'],False,Twitter for Android,1567211313041924097,everyone,[],['https://twitter.com/UyumluTris/status/1567211313041924097/photo/1'],368,2,378,3,
2022-09-05T18:00:06.000Z,tr,919185985132466176,"Khk'lı emniyet müdürü Bekir Akarsu'nun kalbi yaşadıklarına dayanamadı, 3 Eylül 2022'de hayatını kaybetti.

Bekir Akarsu, Emniyet teşkilatı içinde hem insanlığı hem de mesleki becerileriyle her Khk'lı gibi parmakla gösterilen nadide insanlardan biriydi.

KırmızıÇizgimiz KHKİptali https://t.co/uBcqijuUml",['1566848661908328454'],False,Twitter for Android,1566848661908328454,everyone,[],['https://twitter.com/UyumluTris/status/1566848661908328454/photo/1'],442,7,575,7,
2022-09-03T10:00:13.000Z,tr,919185985132466176,"ALLAH'IM! 

Eylül'de dökülen yapraklar gibi; bizim de içimizi kurutan, kalbimizi hüzne boğan sıkıntılarımızı dök ne olur...",['1566003118751596544'],False,Twitter for Android,1566003118751596544,everyone,[],[],75,13,187,0,
2022-09-02T18:01:25.000Z,tr,919185985132466176,"Ocak 2021'de tutuklanan; şeker, kolesterol, kalp, mide rahatsızlıkları için her gün avuç dolusu ilaç içen 83 yaşındaki Halil Karakoç, kalçasında platin olduğu için yürüyemiyor, Menemen Cezaevi'nde yatağından bile çıkamıyor.

Zulümdür! @ADLITIPKURUMU

HalilKarakoç 83YaşındaVeHasta https://t.co/BnMXkwlbwy",['1565761828545875968'],False,Twitter for Android,1565761828545875968,everyone,[],['https://twitter.com/UyumluTris/status/1565761828545875968/photo/1'],462,5,512,3,
2022-09-01T12:15:08.000Z,tr,919185985132466176,"RT @Kuzzat_Altay: ABD’de bu okullarda okumuş, ufku açılmış, dünyalara açılmış çok Kırgız kardeş tanıyorum. Bir ses verseniz olmaz mı sevgil…",['1565312297307889665'],False,Twitter for Android,1565312297307889665,everyone,[],[],866,0,0,0,
2022-08-31T18:01:28.000Z,tr,919185985132466176,"73 yaşındaki tutuklu Bekir Bayram, cezaevinde zor durumda!

Kalp yetmezliği, şeker ve tansiyon hastası Bayram, 1 ay önce anjiyo oldu. Cezaevinde sağlığını kaybetti, tedaviye ulaşamadı. Artık yürüyemiyor, tekerlekli sandalyeye mahkum oldu. @emrkongar 

AdaletBitince İnsanTükenir https://t.co/m1RtAohqkG",['1565037067758870528'],False,Twitter for Android,1565037067758870528,everyone,[],['https://twitter.com/UyumluTris/status/1565037067758870528/photo/1'],563,8,690,7,
2022-08-30T18:03:23.000Z,tr,919185985132466176,"Kırgızistan'da kaçırıldıktan sonra Türkiye'ye getirilen Orhan İnandı'nın cezaevinde yapılan muayenesinde, gördüğü İŞKENCELER nedeniyle sağ kol dirseği ile omuzu arasında 3 kırık oluştuğu tespit edilmişti. İnandı, sağ kolunu hala kullanamıyor. @HurAyse

BMKaçırılmalara DurDedi https://t.co/G7gigDpHpI",['1564675162762534913'],False,Twitter for Android,1564675162762534913,everyone,[],['https://twitter.com/UyumluTris/status/1564675162762534913/photo/1'],830,14,986,9,
2022-08-29T18:01:06.000Z,tr,919185985132466176,"Abdullah Aydoğan 80 yaşında, Ocak 2019'dan beri tutsak. Cezaevine girdiğinde bir şeyi yoktu. Tutukluyken 2 defa ameliyat edildi ve sağ gözü kör oldu. Ne kulakları duyuyor ne sağ gözü görüyor.

Hiçbir hukuk devleti yaşlılara böyle muamele etmez. @adalet_bakanlik

#ZamanıGelmediMi https://t.co/fo3pGoyb30",['1564312199077707776'],False,Twitter for Android,1564312199077707776,everyone,['ZamanıGelmediMi'],['https://twitter.com/UyumluTris/status/1564312199077707776/photo/1'],566,6,683,6,
2022-08-27T18:00:13.000Z,tr,919185985132466176,"18 Ağustos 2016'dan beri cezaevinde olan Gazeteci - Yazar ve TRT Haber Eski Genel Yayın Yönetmeni Ahmet Böken, sadece mesleğini yaptığı için 9 yıl 9 ay hapis cezasına çarptırıldı.

Böken döneminde TRT Haber, Avrupa'nın en iyi haber kanalı seçilmişti.

Basın ÖneEğilmesin https://t.co/pGg20rWXlh",['1563587201937510402'],False,Twitter for Android,1563587201937510402,everyone,[],['https://twitter.com/UyumluTris/status/1563587201937510402/photo/1'],674,11,848,14,
2022-08-26T21:48:55.000Z,tr,919185985132466176,"""Şimdi acının ne olduğunu gerçekten biliyordum. Ayağını bir cam parçasıyla kesmek, eczanede dikiş attırmak değildi bu. Acı, insanın birlikte ölmesi gereken şeydi. Kollarda en ufak güç bırakmayan, yastıkta kafayı bir yandan öbür yana çevirme cesaretini bile yok eden şeydi.""",['1563282368042979328'],False,Twitter for Android,1563282368042979328,everyone,[],[],48,12,108,1,
2022-08-26T20:44:20.000Z,tr,919185985132466176,"@mmatthew_kaya 💐Ara ara uğruyorum, teşekkür ederim.",['1563266116671025152'],False,Twitter for Android,1563266116671025152,everyone,[],[],0,0,1,0,
2022-08-26T18:01:32.000Z,tr,919185985132466176,"4. evre kanser hastası olan Yusuf Özmen, 5 Mart 2021'den beri cezaevinde.

6 farklı hastaneden alınan, 40 Doktorun imzasının olduğu ""cezaevinde kalamaz"" raporlarına rağmen @ADLITIPKURUMU, Yusuf Özmen için 'reviri olan cezaevinde kalabilir' dedi.

YusufÖzmenİçin Adalet Ne zaman? https://t.co/CqPpAA7TdI",['1563225143396429824'],False,Twitter for Android,1563225143396429824,everyone,[],['https://twitter.com/UyumluTris/status/1563225143396429824/photo/1'],568,10,574,9,
2022-08-24T18:04:05.000Z,tr,919185985132466176,"Yüksek yargı üyesiyken mesleğinden ihraç edilen, felç olmasına rağmen 'kaçma şüphesi var' diye ısrarla tahliye edilmeyen Mustafa Erdoğan, ancak bilinci kapanınca tahliye edilmiş ve 22 Ağustos 2017'de vefat etmişti.

Unutmayın, unutturmayın.

BaşkaHayatlar Bitmesin https://t.co/5lbzDQB4C6",['1562501009775427584'],False,Twitter for Android,1562501009775427584,everyone,[],['https://twitter.com/UyumluTris/status/1562501009775427584/photo/1'],502,6,526,4,
2022-08-20T18:11:53.000Z,tr,919185985132466176,"""İzmir Şakran Cezaevi'nde 13 çocuğun kaldığı bir koğuşta çekilen fotoğrafın hikâyesini anlattı: ""8 aylıkken cezaevine girmiş. Ağaç, toprak görünce korkuyor, toprağa dokunamıyor. BİR ÇOCUK AĞAÇTAN KORKAR MI?"" @gergerliogluof

Bebekler HapisteBüyümesin
https://t.co/ukSXrspghW",['1561053420328550400'],False,Twitter for Android,1561053420328550400,everyone,[],['https://twitter.com/UyumluTris/status/1329850782091534337/video/1'],894,11,1149,9,
2022-08-20T18:00:43.000Z,tr,919185985132466176,"Cezaevine 4 doğum günü sığdıran ve annesi Avukat Özge Elif Hendekçi ile Aralık 2017'den beri cezaevinde olan Bahar bebek, güneşe hasret bırakıldığında 86 günlüktü.

Türkiye'deki adaletsizlik ve hukuksuzluk bir an önce son bulsun. @adalet_bakanlik 

Bebekler HapisteBüyümesin https://t.co/hgKH3K09xt",['1561050612145479681'],False,Twitter for Android,1561050612145479681,everyone,[],['https://twitter.com/UyumluTris/status/1561050612145479681/photo/1'],640,4,734,9,
2022-08-20T12:54:57.000Z,tr,919185985132466176,"""Bazen adaletsizlik, biz rahatımızdan vazgeçemediğimiz zaman gelir. Canımız yanmasın diye, canı yananların iniltilerine kulak tıkadığımız için...""

Geldiğimiz ve yaşadığımız duruma, bazen de neyin sebep olduğunu anlatan çok güzel bir söz.",['1560973662345465858'],False,Twitter for Android,1560973662345465858,everyone,[],[],66,4,96,1,
2022-08-19T18:10:31.000Z,tr,919185985132466176,"""Ben eski askeri öğrenci Mustafa Enis Durak. 14 yaşında Maltepe Askeri Lisesi'ni ikincilikle kazandım. Beni o liseden attılar ama vazgeçmedim. Muğla Tıp Fakültesi'ni kazandım, 3. sınıftayım. Beni 6 ayda 3. kez tutukladılar. Boynumu bükenlerin boynu kırılsın.""

Adaletİçin SesVer https://t.co/zzzvdau3gT",['1560690692006981632'],False,Twitter for Android,1560690692006981632,everyone,[],['https://twitter.com/UyumluTris/status/1560690692006981632/photo/1'],1330,54,2547,14,
2022-08-19T18:00:06.000Z,tr,919185985132466176,"83 yaşındaki Çevik Bir, demans hastalığından dolayı infaz erteleme kararıyla tahliye edilirken, fotoğraftaki 75 yaşının üzerindeki yaşlı ve hasta insanların hepsi yıllardır cezaevinde tutuluyor.

Adalet, herkese eşit şekilde uygulanmalıdır. @adalet_bakanlik

Adaletİçin SesVer https://t.co/vnu435Lwc0",['1560688070185439232'],False,Twitter for Android,1560688070185439232,everyone,[],['https://twitter.com/UyumluTris/status/1560688070185439232/photo/1'],541,4,670,6,
2022-08-18T20:57:14.000Z,tr,919185985132466176,"""Boşuna uğraşmayın. Bir insanda hatayı kendinde görme becerisi yoksa, ne yaparsanız yapın sizi haksız ilan edecektir. Öyle insanları haklılıklarıyla baş başa bırakıp uzaklaşın.""

#GeceyeNotum",['1560370256220127233'],False,Twitter for Android,1560370256220127233,everyone,['GeceyeNotum'],[],79,3,165,2,
2022-08-18T18:05:41.000Z,tr,919185985132466176,"""Neyle suçlandığımı bilmediğim halde 6 yıldır cezaevindeyim. Ailemin ikamet ettiği ilden 2 sürgünle Isparta'dan Elazığ'a gönderildim. 6 yılda 1 gün bile 7 yaşındaki çocuğuyla vakit geçirememiş bir babanın sessiz çığlığıdır bu!""

Mesut Gülmez / Elazığ Cezaevi

#HangisiSuç https://t.co/bxF1knnQ3E",['1560327087168360449'],False,Twitter for Android,1560327087168360449,everyone,['HangisiSuç'],['https://twitter.com/UyumluTris/status/1560327087168360449/photo/1'],425,8,545,4,
2022-08-17T18:01:09.000Z,tr,919185985132466176,"Uluslararası Antalya Üniversitesi eski rektörü ve yakın dönem Türk Siyasi Tarihi uzmanı olan Prof. Dr. Cihat Göktepe, 5 Ağustos 2016'dan beri Antalya'da tutuklu. Sağlık problemlerine rağmen ısrarla tahliye edilmeyen Göktepe, cezaevinde zor günler geçiriyor.

OHALden BuHale https://t.co/qUDMjwHFpY",['1559963559123099649'],False,Twitter for Android,1559963559123099649,everyone,[],['https://twitter.com/UyumluTris/status/1559963559123099649/photo/1'],648,5,804,12,
2022-08-17T12:44:01.000Z,tr,919185985132466176,"Diyen ne güzel demiş:

""Bir anlık sinirle Hz. Bilal'e 'siyah kadının oğlu' diyen Ebu Zer Gıffar'ın, üzüntüden gece boyunca Hz. Bilal'in kapısında yatmasını bizim kalplerimiz asla anlamayacak.""",['1559883747050360832'],False,Twitter for Android,1559883747050360832,everyone,[],[],57,2,128,0,
2022-08-17T06:27:42.000Z,tr,919185985132466176,"İnsan, anladığı ve anlaşıldığı insanla çiçek açar.

Beraber çiçek açtığınız insanlar çok olsun hayatınızda.

Günaydın ☀️🌼",['1559789045076697088'],False,Twitter for Android,1559789045076697088,everyone,[],[],33,6,82,2,
2022-08-16T12:01:26.000Z,tr,919185985132466176,"%89 engelli Şerife Sulukan, Menemen R Tipi Cezaevi'nde tutuklu ve felçli haliyle yaşama tutunmaya çalışıyor.

Hiçbir hukuk devleti ağır hastalara böyle muamele etmez; çünkü bu tutuklama, ceza değil işkencedir! @adalet_bakanlik 

ŞerifeSulukan HapisteKalamaz https://t.co/rqCstb7Vtw",['1559510642876375042'],False,Twitter for Android,1559510642876375042,everyone,[],['https://twitter.com/UyumluTris/status/1559510642876375042/photo/1'],265,8,266,2,
