profile_image_url,username,protected,name,id,description,created_at,verified,location,url_urls_list,description_hashtags_list,description_urls_list,description_mentions_list,description_cashtags_list,public_metrics_followers_count,public_metrics_following_count,public_metrics_tweet_count,public_metrics_listed_count,current_time
https://pbs.twimg.com/profile_images/1090895659371180033/fcq5YqIb_normal.jpg,famitsu,False,ファミ通.com,5921162,"ゲーム、エンタメ情報サイト「ファミ通.com」の公式アカウントです。ゲーム、アニメ、マンガなど、いろいろなエンタメ情報を発信中！
YouTubeチャンネル▶https://t.co/053yNU75jj",2007-05-10T05:03:05.000Z,True,,['http://www.famitsu.com/'],[],['https://www.youtube.com/user/famitsutube'],[],[],955103,44522,282972,11273,2022-11-10 19:10:33.062409
https://pbs.twimg.com/profile_images/1435618013500166155/mIRgAW55_normal.jpg,raveennair13,False,raveen_nair,1414570585342963712,IG: https://t.co/YzBSgaR37E Crypto and NFTs investor ▫️ NFT Project OTW,2021-07-12T13:01:32.000Z,False,,[],[],['https://www.instagram.com/raveen_nair/?hl=en'],[],[],2414,3207,2609,20,2022-11-10 19:10:33.063484
https://pbs.twimg.com/profile_images/1590767130294861825/WUm6LfgP_normal.jpg,nftdreamer22,False,Dreamer,1501994508753555462,My NFT Communities: @DegenToonz @RichFoxClub @GirliesNFT,2022-03-10T18:53:06.000Z,False,The Moon,[],[],[],"['DegenToonz', 'RichFoxClub', 'GirliesNFT']",[],124,136,124,1,2022-11-10 19:10:33.063508
https://pbs.twimg.com/profile_images/1548346784296054785/LlTvtez__normal.jpg,DegenToonz,False,Degen Toonz,1446017317465321473,8888 Degen Toonz that double as a membership to an exclusive metaverse community with the power to build it from the ground up. https://t.co/njBVoA6a3K,2021-10-07T07:39:43.000Z,True,ToonTown,['https://linktr.ee/Degentoonz'],[],['http://Discord.gg/DegenToonz'],[],[],48809,1136,2328,120,2022-11-10 19:10:33.063534
https://pbs.twimg.com/profile_images/1543715758328500226/gKD5YaCu_normal.jpg,MairaAniceto,False,Mai 🦋,730196053731971072,,2016-05-11T00:41:20.000Z,False,São Paulo 🎭 ,[],[],[],[],[],1071,274,13740,0,2022-11-10 19:10:33.064202
https://pbs.twimg.com/profile_images/1588191423467233281/-QAXo6BU_normal.jpg,MastriaTata,False,terrier,1422500545546293258,amar e mudar as coisas me interessa mais | sp https://t.co/0bURxqmB7N,2021-08-03T10:12:27.000Z,False,,[],[],['https://www.instagram.com/tatamastria/'],[],[],68,67,1389,0,2022-11-10 19:10:33.064245
https://pbs.twimg.com/profile_images/1149210409473196032/X2Vt_Z9l_normal.png,InvestorID,False,Investor Daily,238091066,Daily news and information on financial markets and investments.,2011-01-14T10:14:18.000Z,False,"Jakarta, Indonesia",['http://www.investor.id'],[],[],[],[],34719,125,185614,307,2022-11-10 19:10:33.065033
https://pbs.twimg.com/profile_images/1323636693027725312/kPuiotq4_normal.jpg,Vrylakos,False,The Atomic Game Machine,152751204,Vexed...,2010-06-06T19:51:54.000Z,False,Central Jersey,[],[],[],[],[],51,547,10154,3,2022-11-10 19:10:33.065640
https://pbs.twimg.com/profile_images/1224331357633097728/bH_e6lK5_normal.jpg,sumpeoplelikeit,False,somepeoplelikeit,24899149,"BLM.

Satire for hire, Gmail in Beacons link
Follow my Tiktok, IG & Twitch 🙏🏽💙👇🏽",2009-03-17T15:36:17.000Z,False,Dallas,['https://beacons.ai/jonathan.davis'],[],[],[],[],17681,5687,32864,195,2022-11-10 19:10:33.065665
https://pbs.twimg.com/profile_images/1394450212559593473/xv7lXkB-_normal.jpg,suntory,False,SUNTORY（サントリー）,133684052,サントリーの公式アカウントです。 フォローは20歳以上の方限定です。 お酒に関する情報の共有は20歳以上の方に限られております。 ※ストップ！20歳未満飲酒・飲酒運転。妊娠中や授乳期の飲酒はやめましょう。お酒はなによりも適量です。公式アカウント ガイドラインはこちら→https://t.co/O3SDq1KsK2,2010-04-16T11:16:01.000Z,True,東京都港区台場,['http://www.suntory.co.jp/'],[],['http://suntory.jp/snsguide/'],[],[],1866291,85,20535767,4385,2022-11-10 19:10:33.071382
https://pbs.twimg.com/profile_images/1476670767777853441/4kIw4_JB_normal.jpg,nisssssssy7,False,にっしー,934396174475304960,,2017-11-25T12:19:43.000Z,False,,[],[],[],[],[],227,3176,26372,17,2022-11-10 19:10:33.071405
https://pbs.twimg.com/profile_images/2914067508/c3d32136fe955eafdfb8246171923002_normal.jpeg,SueIeraci,False,Untitled Sue Ieraci,980098682,,2012-11-30T09:15:29.000Z,False,,[],[],[],[],[],660,79,20176,27,2022-11-10 19:10:33.072137
https://pbs.twimg.com/profile_images/1552839343139860480/t2eyRITo_normal.jpg,DrDemography,False,Dr Liz Allen,359137606,"Demographer | Demography, populations, social trends, surveys, data, methods, census. Educator, researcher. @ourANU | Author ‘The Future of Us’.",2011-08-21T02:45:09.000Z,False,"Canberra, Australia",['https://researchers.anu.edu.au/researchers/allen-e'],[],[],['ourANU'],[],15358,1932,53202,212,2022-11-10 19:10:33.072162
https://pbs.twimg.com/profile_images/1567701567985389568/81okNntl_normal.jpg,inocentwolfie,False,phezz,3092125413,"Wait right here
i'll be back in the morning 🌠",2015-03-15T19:49:20.000Z,False,Brasil,[],[],[],[],[],146,559,14514,0,2022-11-10 19:10:33.072776
https://pbs.twimg.com/profile_images/1588986403878305796/0bJQRJfu_normal.jpg,apegadinho,False,Adeilson Costa 🦁,314083159,"Apegadinho também? Cola comigo 🤗🏳️‍🌈 | Sou anitter, carioca e leonino 🦁 | UNF = UNF 🔃",2011-06-09T17:50:54.000Z,False,,[],[],[],[],[],4803,1126,183722,81,2022-11-10 19:10:33.072809
https://pbs.twimg.com/profile_images/1583454782735384577/nGqBfzOB_normal.jpg,Gamer2000Daniel,False,DanielKlonoa2004,1263623173133742080,"Hola, me llamo Daniel y es un gusto en estar aqui, sí quieren conocerme mejor, siganme en Wattpad o en YouTube, de seguro les agradare mucho",2020-05-22T00:10:29.000Z,False,,['https://youtube.com/channel/UCPg50x6rjl2w_XMNOyFIrjA'],[],[],[],[],108,147,2686,0,2022-11-10 19:10:33.073502
https://pbs.twimg.com/profile_images/1575082150378061827/SWiGn7kp_normal.jpg,ray_hedgehog,False,Ray Hedgehog96,853036927632670722,Alguien que sube vídeos a YouTube Fan del Erizo Azul Un tanto especialito tambien fan de sagas como Rayman y KH. Anime Favorito Voy variando XD Manga NARUTO,2017-04-15T00:07:07.000Z,False,,['https://www.youtube.com/channel/UCcAxTLLVglzOiPXUVqZjU1A/videos'],[],[],[],[],1276,828,32176,4,2022-11-10 19:10:33.073525
https://pbs.twimg.com/profile_images/1574264798413574144/lZE3VzY9_normal.jpg,CaprileLucas,False,Wizi,2972193898,,2015-01-10T22:24:30.000Z,False,,[],[],[],[],[],50,250,213,0,2022-11-10 19:10:33.074082
https://pbs.twimg.com/profile_images/1534677571010445313/WKMeTmll_normal.jpg,ysy__a,False,YSYSMO,771180730340683776,TU GENERADOR DE SISMOS FAVORITO 🥵,2016-09-01T02:59:48.000Z,False,Buenos Aires es amor,['http://sponsordios.shop'],[],[],[],[],549444,64,2881,56,2022-11-10 19:10:33.074105
https://pbs.twimg.com/profile_images/1739123108/25a525b325a525b825c125c725ba25e0255f25b225e825c125fc2520055_normal.gif,kojibow_bot,False,コジ坊,457441544,ぼくコジ坊！よろしくね！,2012-01-07T12:14:17.000Z,False,,[],[],[],[],[],255,330,120375,1,2022-11-10 19:10:33.074597
https://pbs.twimg.com/profile_images/3723623661/8353663a6def3403884fb1f1c5f4cb9c_normal.png,3chansan_bot,False,Ⅲちゃんさん,770943990,みんなが知っているⅢなんて影も形もないです。ⅢちゃんではなくてⅢちゃんさんです。敬語でひたすら煽ってくるbotです。フォローは大概のネタは笑顔で許せる方推奨。反応語句はそこそこ。たまに中の人がいます。飽きたらブロックしてください。説明書は↓にあります。兄様→【@4kunsan_bot】【@5nisamasan_bot】,2012-08-21T06:20:45.000Z,False,ハートランド,['http://twpf.jp/3chansan_bot'],[],[],"['4kunsan_bot', '5nisamasan_bot']",[],824,1111,386682,18,2022-11-10 19:10:33.075211
https://pbs.twimg.com/profile_images/1578761439682203650/cHUpFxo-_normal.jpg,Hottest_Dreamer,False,renjun protector #2Daesangfor7DREAM,1275438208684359681,"Dream deserve the world 
SM dumb 
Renjun biased and Jisung lover 
 5dream supporter
this person still believes in missA 
Wang Feifei is my goddess",2020-06-23T14:39:10.000Z,False,,[],[],[],[],[],123,179,55372,0,2022-11-10 19:10:33.075679
https://pbs.twimg.com/profile_images/1549841582601281536/6TRJF1c__normal.jpg,dreamfoIder,False,َ,1323739186688454656,🫧 translation account (anyone who spouts hatred towards 7dream in our qrts will be blocked),2020-11-03T21:30:07.000Z,False,translations might be slow,[],[],[],[],[],123549,2,6460,1939,2022-11-10 19:10:33.075695
https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,rococoinu9,False,rococoinu9,828199272411639808,"選挙行こう。
いやマジで。
行かないと政治がどんどん悪くなるよ。
パッと投票して帰りに美味しいご飯食べればナイスな休日になります！",2017-02-05T11:11:08.000Z,False,,[],[],[],[],[],106,186,54257,2,2022-11-10 19:10:33.076334
https://pbs.twimg.com/profile_images/1570423603354796033/9T1bb0hV_normal.jpg,karenshinjyuku,False,よだかれん 新宿区長候補 11/13投票日,270368662,11/13投開票。7党1会派に応援される無所属❣️愛知県豊橋市出身、埼玉県北足立郡吹上町、沖縄県那覇市、愛知県名古屋市育ち。北新宿4丁目で暮らして20年💕憲法愛するトランスジェンダー、元・新宿区議、行政書士。 STOP共同親権! 同性婚🌈! 選択的夫婦別姓!、 アニマルウェルフェア!,2011-03-22T13:57:08.000Z,False,東京都新宿区,['https://linktr.ee/yodakaren'],[],[],[],[],14716,181,7589,146,2022-11-10 19:10:33.076354
https://pbs.twimg.com/profile_images/1544255491731501058/xsBukxbG_normal.jpg,kookai99697454,False,kookai (•◡•) MTBB,1544251360727941120,MTBB◔◡◔ MTBB◉◡◉MTBB ♥ ♥MTBB◕‿◕✿,2022-07-05T09:27:10.000Z,False,,[],[],[],[],[],51,88,11658,0,2022-11-10 19:10:33.076959
https://pbs.twimg.com/profile_images/1583201073254129664/-HVOfmLn_normal.jpg,annacol99,False,𝓐𝓷𝓷𝓪 ੈ✩‧*¨*•.☆,3183795176,=͟͟͞♡ ˗ˏˋ ♡ ˎˊ˗ ʚ♡⃛ɞ •*¨*•.¸¸☆#Anna_รีวิว #Anna_Update,2015-05-03T06:17:39.000Z,False,,[],"['Anna_รีวิว', 'Anna_Update']",[],[],[],18149,47,48821,10,2022-11-10 19:10:33.076977
https://pbs.twimg.com/profile_images/1225254299686424577/sjcuvm1W_normal.jpg,Vanessa82661507,False,Morticia Frump-Addams🎃🦇 🇺🇦🙏,1223319872001564673,Punk rock mom who's waiting for Covid to be over. 😷 🏳️‍🌈🏳️‍⚧️ ♀️ BLM 🌍The GOP is the sole enemy of human rights. Destroy the fascist GOP! 🌊Vote Blue! 🌊,2020-01-31T19:00:09.000Z,False,0001 Cemetary Lane     ,[],[],[],[],[],463,1761,16891,0,2022-11-10 19:10:33.077701
https://pbs.twimg.com/profile_images/1437406837398196233/xRBKOaoz_normal.jpg,DemGovs,False,Democratic Governors,38477209,"Hey, we're the Democratic Governors Association. Electing the #DemGovs you know and love since 1983! Text DEMGOVS to 30201 to join our team.",2009-05-07T17:43:02.000Z,True,"Washington, DC",['http://www.democraticgovernors.org'],['DemGovs'],[],[],[],110719,3359,33897,1574,2022-11-10 19:10:33.077721
https://pbs.twimg.com/profile_images/1485754791900991492/2KmsfTDR_normal.jpg,KathyHochul,False,Kathy Hochul,128290790,"Governor of New York 🗽 Former Chair @DemocraticLGs & Member of Congress, expert traveler, chocoholic, love bicycling & diners. Gov't updates: @GovKathyHochul",2010-03-31T17:56:10.000Z,True,"New York, USA",['http://KathyHochul.com/vote'],[],[],"['DemocraticLGs', 'GovKathyHochul']",[],87468,623,5328,546,2022-11-10 19:10:33.077737
https://pbs.twimg.com/profile_images/1541475702586986496/vvNlVu7j_normal.jpg,LauraKellyKS,False,Laura Kelly,364864453,"48th Governor of Kansas, Wife, Mother, Champion for Kids.",2011-08-30T13:39:23.000Z,True,"Topeka, KS",['https://secure.actblue.com/donate/laura-kelly-2022'],[],[],[],[],55297,552,2780,390,2022-11-10 19:10:33.077753
https://pbs.twimg.com/profile_images/1535288889535090688/y_mhommz_normal.jpg,Michelle4NM,False,Michelle Lujan Grisham,368472546,Grandmother and 12th-generation New Mexican. Former Congresswoman from New Mexico's 1st District. Dog's name are Java and Loki. 32nd Governor of New Mexico.,2011-09-05T18:02:01.000Z,True,"New Mexico, USA",['http://www.newmexicansformichelle.com'],[],[],[],[],27369,451,5877,360,2022-11-10 19:10:33.077766
https://pbs.twimg.com/profile_images/1541809735632027649/0-WR1UmF_normal.jpg,JanetMillsforME,False,Janet Mills,884476034506248194,"Governor of Maine. Fighting for affordable health care, a stronger economy, and a world-class education for every Maine child.",2017-07-10T18:14:54.000Z,True,"Farmington, ME",['http://www.janetmills.com'],[],[],[],[],10725,298,1070,212,2022-11-10 19:10:33.077779
https://pbs.twimg.com/profile_images/1504559099836616707/fiXovtcx_normal.jpg,gretchenwhitmer,False,Gretchen Whitmer,1093619068148559872,"Lifelong Michigander. Proud mom. Governor of Michigan. This is my personal account. Text 'IN' to 30348 for updates. For my official account, visit @GovWhitmer",2019-02-07T21:14:39.000Z,True,"East Lansing, MI",['http://gretchenwhitmer.com'],[],[],['GovWhitmer'],[],210528,151,1307,665,2022-11-10 19:10:33.077824
https://pbs.twimg.com/profile_images/1590775928141090830/5B7vKi8L_normal.png,keaiydee,False,Keaiydee.nft,1590775876144304171,#minecraft,2022-11-10T18:38:19.000Z,False,Brazil,[],['minecraft'],[],[],[],0,8,24,0,2022-11-10 19:10:33.079156
https://pbs.twimg.com/profile_images/1539081781881671680/BoYhTgEg_normal.jpg,Kleio33,False,Kleio,1524866392746405888,"She/Her
Colorblind NFT artist trying my best to do various art styles!
Also a collector!

https://t.co/0X7BEvF3u9

#NFTeers 
$XTZ / $SOL / $ETH / $BNB",2022-05-12T21:37:53.000Z,False,🇺🇸 / 🇰🇷 / 🇯🇵 ok,['https://linktr.ee/kleio33'],['NFTeers'],['http://linktr.ee/kleio33'],[],"['XTZ', 'SOL', 'ETH', 'BNB']",552,852,3505,5,2022-11-10 19:10:33.079183
https://pbs.twimg.com/profile_images/1579129859003105283/8H3BaYqa_normal.jpg,Fun_lands,False,Fun Land,236265132,Fun land,2011-01-10T05:29:49.000Z,False,none,['https://opensea.io/collection/funland'],[],[],[],[],67,1101,0,1,2022-11-10 19:10:33.079198
https://pbs.twimg.com/profile_images/471355333533630465/XC84_Jkc_normal.png,aromerocm,False,Andrea Romero,2215576334,"Enredada entre #webs, #blogs, #viajes, #marketing y #SEO ^_^ Me apasiona descubrir y compartir cosas nuevas (I♥ Life)",2013-11-26T11:39:39.000Z,False,,[],"['webs', 'blogs', 'viajes', 'marketing', 'SEO']",[],[],[],5130,4756,2407,141,2022-11-10 19:10:33.079212
https://pbs.twimg.com/profile_images/1586918702985129984/yRLTDhm-_normal.jpg,Chastit26743709,False,韶华,1516623280853352449,,2022-04-20T03:42:33.000Z,False,,[],[],[],[],[],7,59,0,0,2022-11-10 19:10:33.079224
https://pbs.twimg.com/profile_images/1564205106165387265/2k8U87Cd_normal.jpg,b_is_banana,False,b_is_banana,1488544097086357512,pastry-artist and NFT-lover,2022-02-01T16:06:09.000Z,False,,[],[],[],[],[],95,410,267,1,2022-11-10 19:10:33.079237
https://pbs.twimg.com/profile_images/1520585725024309251/1qRqYyBW_normal.jpg,Rex_lsh,False,Rexarremar.eth,1493377461874491395,lueluelue,2022-02-15T00:11:59.000Z,False,,[],[],[],[],[],24,482,277,1,2022-11-10 19:10:33.079280
https://pbs.twimg.com/profile_images/1525806991444090881/IBb76Qdf_normal.jpg,MewooNft,False,Mewoo_NFT,1524966274672910336,NFTS,2022-05-13T04:14:40.000Z,False,,[],[],[],[],[],7,41,19,0,2022-11-10 19:10:33.079294
https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,wing3jp,False,WING,1525365864740290560,,2022-05-14T06:42:26.000Z,False,,[],[],[],[],[],0,6,1,0,2022-11-10 19:10:33.079305
https://pbs.twimg.com/profile_images/1568160313400229890/v1q3xRn-_normal.jpg,coralpandaSR,False,Coral Panda,1525376065543208961,just a big SR fan,2022-05-14T07:22:58.000Z,False,,[],[],[],[],[],6,54,95,1,2022-11-10 19:10:33.079315
https://pbs.twimg.com/profile_images/1513186005507088397/6VusLb3c_normal.jpg,RobMayeda,False,Rob Mayeda,22802715,"Bay Area Meteorologist since 2003 & CSU/SJSU Lecturer. Formerly KIRO, KCRA, KSBY, KESQ, KNBC, Arizona Daily Wildcat and proud father of twinados 👦🏻🌪️👦🏻🌪️",2009-03-04T17:22:55.000Z,True,"San Jose, CA",['http://www.nbcbayarea.com'],[],[],[],[],21549,8883,65152,717,2022-11-10 19:10:33.079329
https://pbs.twimg.com/profile_images/1574087306901946371/tjKze3Dz_normal.jpg,s30dv,False,$audZ⚜️,1190324633741991936,The dawg of destruction,2019-11-01T17:49:20.000Z,False,United Arab Emirates,[],[],[],[],[],19,344,680,0,2022-11-10 19:10:33.079340
https://pbs.twimg.com/profile_images/1522900447681462273/S4aVYdF2_normal.png,henryfo53782525,True,Rinnister,1522900372435750913,"on may 12, 2022, every doodle holder will be able to claim a dooplicator.",2022-05-07T11:25:35.000Z,False,,[],[],[],[],[],0,20,52,0,2022-11-10 19:10:33.079355
https://pbs.twimg.com/profile_images/1523897017084301312/jGLkhd1V_normal.jpg,cookiedeck_,False,🍪,1523290703500963841,"Co-founder at @TimeleapGameFi, making #GameFi better. Not a dude.",2022-05-08T13:17:48.000Z,False,Supermarket,['http://timeleap.industries/'],['GameFi'],[],['TimeleapGameFi'],[],7,209,39,0,2022-11-10 19:10:33.079368
https://pbs.twimg.com/profile_images/1590381520468025345/Ai1jjFqD_normal.jpg,Azuki0ficial,False,Azuki,3136221744,"The web3 anime universe. Join The Garden: https://t.co/uGsFySTWGM 

Created by @ChiruLabs",2015-04-03T15:08:01.000Z,False,The Garden,['https://xn--zuk-dla7d.com'],[],['http://linktr.ee/azukiofficial'],['ChiruLabs'],[],9577,81,14,0,2022-11-10 19:10:33.079382
https://pbs.twimg.com/profile_images/1155937319054188545/rZUdnCjB_normal.jpg,JaneMar96403858,False,Jane Marques,1133959102848278528,"""Seja vc a mudança que quer ver no mundo"" Gandhi.  🇧🇷🇧🇷",2019-05-30T04:51:32.000Z,False,"Petrópolis, Brasil",[],[],[],[],[],1028,2098,10826,0,2022-11-10 19:10:33.080246
https://pbs.twimg.com/profile_images/1590483367765676033/mwNzQTPO_normal.jpg,medicinaupap,False,ST Vanderlei 💎,817531666969296896,"🩺⚕️Médico, 🫡Militar - 🙏🏽Temente a Deus e apaixonado pelo Brasil 🇧🇷",2017-01-07T00:41:53.000Z,False,"Asuncion, Paraguay",['http://www.cursomedicina.com.br'],[],[],[],[],33785,30496,43274,26,2022-11-10 19:10:33.080265
https://pbs.twimg.com/profile_images/1389036245117030403/xHJuLH2s_normal.jpg,ToddVenable,False,CenTexBBDad,1389035725358866433,"Lover of brisket, bourbon, my family and working to help my clients better serve their customers. #gigem forever.",2021-05-03T01:55:07.000Z,False,,[],['gigem'],[],[],[],49,574,1107,1,2022-11-10 19:10:33.081339
https://pbs.twimg.com/profile_images/1507414530837647361/6uvuiBf0_normal.jpg,BradenMeador61,False,Braden Meador,1156708018668625920,Fightin’ Texas Aggie ‘16. Walk-ons are people too.,2019-07-31T23:27:37.000Z,False,"Houston, TX",[],[],[],[],[],643,145,1166,8,2022-11-10 19:10:33.081359
https://pbs.twimg.com/profile_images/1438183315559886851/VLYzvnYp_normal.jpg,HeidiFoster74,False,HeidiFoster,1084534090462887941,"Maroon Goon mom, Aggie Track mom,Nurse, Aggie class ‘88",2019-01-13T19:34:11.000Z,False,"Katy, TX",[],[],[],[],[],1167,1014,1803,4,2022-11-10 19:10:33.081372
https://pbs.twimg.com/profile_images/1551631098509201410/31CG-v7S_normal.png,hzaalmtyry18,False,هزاع الحابوط,1551631005173301249,,2022-07-25T18:10:56.000Z,False,,[],[],[],[],[],1,46,227,0,2022-11-10 19:10:33.085032
https://pbs.twimg.com/profile_images/1576741924253335554/b1r34pnN_normal.jpg,Sara68997167,False,Sara,1213516840892133377,,2020-01-04T17:46:05.000Z,False,"Toronto, Ontario",[],[],[],[],[],2,5,25,0,2022-11-10 19:10:33.090387
https://pbs.twimg.com/profile_images/1557573541498826753/PQoe3XNy_normal.jpg,drninaansary,False,Dr. Nina Ansary,2358302612,Author | Historian | Director @WACAmerica Global Women's Lecture Series | Director @CambridgeMENAF Women's Leadership Initiative @Cambridge_Uni,2014-02-23T17:51:05.000Z,True,NYC-LA,['http://www.ninaansary.com'],[],[],"['WACAmerica', 'CambridgeMENAF', 'Cambridge_Uni']",[],243294,5647,39033,1025,2022-11-10 19:10:33.090407
https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,hovinkha1,False,Hovinkha,1186584647578206208,,2019-10-22T10:06:57.000Z,False,,[],[],[],[],[],12,457,5168,0,2022-11-10 19:10:33.092337
https://pbs.twimg.com/profile_images/1581569227411988480/ymaLPU8R_normal.jpg,Rothys2,False,Rithy,1557967330784968705,,2022-08-12T05:49:51.000Z,False,,[],[],[],[],[],121962,2314,1589,86,2022-11-10 19:10:33.092351
https://pbs.twimg.com/profile_images/1345008884495343618/UP4ijDLS_normal.jpg,dario22,False,Dario 🧉🍪🍩,291771744,Siempre soñé ser quien soy.  Instagram/darincho_85,2011-05-02T15:55:27.000Z,False,Argentina,[],[],[],[],[],3984,5000,158688,9,2022-11-10 19:10:33.106126
https://pbs.twimg.com/profile_images/1406401896580063234/gogzBE3H_normal.jpg,CombatientesSur,False,Combatientes Del Sur,1406401714073255942,"temática militar, geopolítica, Geoestrategia",2021-06-20T00:01:27.000Z,False,,[],[],[],[],[],5128,4976,24484,40,2022-11-10 19:10:33.106215
https://pbs.twimg.com/profile_images/1448605707469656066/jj8QTwTk_normal.jpg,t0504015,False,2.5次元舞台,2166643854,"2.5次元舞台、ミュージカルや人気の商品紹介していきます！
#刀剣乱舞
#刀ミュ
#刀ステ",2013-10-31T13:38:13.000Z,False,,[],"['刀剣乱舞', '刀ミュ', '刀ステ']",[],[],[],1794,2025,144063,5,2022-11-10 19:10:33.107182
https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,parcero19876534,False,parcero,1550322402562809856,,2022-07-22T03:31:19.000Z,False,,[],[],[],[],[],20,217,764,0,2022-11-10 19:10:33.107982
https://pbs.twimg.com/profile_images/1422672718567284739/JYIodj6i_normal.jpg,elmonosanchezof,False,EL MONO SANCHEZ ®️,1164375671243771906,"Instagram elmonitosanchez ..34 años haciendo el Humor, Comediante 🇨🇴 Sabados Felices/Gaviotas Plata-Oro Viña 17, X Festivales Intls del Humor, res reg.sic 320",2019-08-22T03:16:16.000Z,False,"Pembroke Pines, FL",['http://www.elmonosanchez.com'],[],[],[],[],32780,0,49317,27,2022-11-10 19:10:33.108006
https://pbs.twimg.com/profile_images/1587447278771482624/JcC_5Pww_normal.jpg,MaryKat27549382,False,Mary Becker. EM is a lettuce head.,1167539422260125696,Been on here since 2009.,2019-08-30T20:47:59.000Z,False,Lake Tahoe ,[],[],[],[],[],947,1485,77648,1,2022-11-10 19:10:33.110457
