possibly_sensitive, text, source, id, created_at, lang, reply_settings, author_id, edit_history_tweet_ids, hashtags_list, urls_list, public_metrics_retweet_count, public_metrics_reply_count, public_metrics_like_count, public_metrics_quote_count, pagination_token, current_time
False,https://t.co/7JQtZCBMck,Twitter for Android,1433550139977879557,2021-09-02T21:59:22.000Z,zxx,everyone,1390395806746923009,['1433550139977879557'],[],['https://twitter.com/ELIASAS69933421/status/1433550139977879557/photo/1'],122,76,3177,2,7140dibdnow9c7btw4803qh0y60v44vlfxy97j0k2addk,2022-11-22 23:49:33.583593
True,https://t.co/rBNakpK4GI,Twitter for Android,1435720490707034115,2021-09-08T21:43:34.000Z,zxx,everyone,1390395806746923009,['1435720490707034115'],[],['https://twitter.com/ELIASAS69933421/status/1435720490707034115/photo/1'],512,207,4929,8,7140dibdnow9c7btw4803qh0y60v44vlfxy97j0k2addk,2022-11-22 23:49:33.583607
True,https://t.co/Xwm6uXJIHH,Twitter for Android,1435720680977350656,2021-09-08T21:44:19.000Z,zxx,everyone,1390395806746923009,['1435720680977350656'],[],['https://twitter.com/ELIASAS69933421/status/1435720680977350656/photo/1'],435,242,4525,10,7140dibdnow9c7btw4803qh0y60v44vlfxy97j0k2addk,2022-11-22 23:49:33.583621
False,https://t.co/40JHh2bsO5,Twitter for Android,1435719831752433667,2021-09-08T21:40:56.000Z,zxx,everyone,1390395806746923009,['1435719831752433667'],[],['https://twitter.com/ELIASAS69933421/status/1435719831752433667/photo/1'],895,320,12735,29,7140dibdnow9c7btw4803qh0y60v44vlfxy97j0k2addk,2022-11-22 23:49:33.583636
True,Rico vergo 🍆💪. https://t.co/q0RDtLsMFm,Twitter for Android,1435952315895255045,2021-09-09T13:04:45.000Z,it,everyone,969632431362985984,['1435952315895255045'],[],['https://twitter.com/PacoMeloRico4/status/1435952315895255045/photo/1'],17,0,81,0,7140dibdnow9c7btw4803qh0y60v44vlfxy97j0k2addk,2022-11-22 23:49:33.583649
True,So hot sucking video 🔥🔥🔥 https://t.co/YzEvA1HRLD,Twitter for Android,1435593949264039939,2021-09-08T13:20:44.000Z,en,everyone,978877525781868544,['1435593949264039939'],[],['https://twitter.com/Blackloverin143/status/1435593949264039939/video/1'],1877,67,5637,18,7140dibdnow9c7btw4803qh0y60v44vlfxy97j0k2addk,2022-11-22 23:49:33.583663
True,"นอนกันยังจ๊ะ 
คุณพ่อมาบอกโปร9.9มีจีดโปรน้า ฝากติดตามด้วยนะคร๊าฟฟฟ
ลิงค์ด้านล่างนะครับ⬇️⬇️⬇️⬇️ https://t.co/WWIBF7x5pm",Twitter for Android,1435664934612783104,2021-09-08T18:02:48.000Z,th,everyone,932865869755047942,['1435664934612783104'],[],['https://twitter.com/wee_pas/status/1435664934612783104/photo/1'],27,3,291,0,7140dibdnow9c7btw4803qh0y60v44vlfxy97j0k2addk,2022-11-22 23:49:33.583676
True,"ชายแท้ #รับงาน
รับงานสาวสอง หญิงแท้ อยู่​รามอินทรา สนใจทักมาจ้า https://t.co/eBkU5BpRx2",Twitter for Android,1434181228777771011,2021-09-04T15:47:05.000Z,th,everyone,1220210106307993600,['1434181228777771011'],['รับงาน'],"['https://twitter.com/zHCqZNDpE8cSv1w/status/1434181228777771011/photo/1', 'https://twitter.com/zHCqZNDpE8cSv1w/status/1434181228777771011/photo/1', 'https://twitter.com/zHCqZNDpE8cSv1w/status/1434181228777771011/photo/1', 'https://twitter.com/zHCqZNDpE8cSv1w/status/1434181228777771011/photo/1']",205,12,543,1,7140dibdnow9c7btw4803qh0y60v44vlfxy97j0k2addk,2022-11-22 23:49:33.583691
True,ว้าว เจ้าของสวนอินทผลัม​อ่างทอง https://t.co/R7ny7LdQZ3,Twitter for Android,1434527457818808327,2021-09-05T14:42:52.000Z,th,everyone,1220210106307993600,['1434527457818808327'],[],"['https://twitter.com/zHCqZNDpE8cSv1w/status/1434527457818808327/photo/1', 'https://twitter.com/zHCqZNDpE8cSv1w/status/1434527457818808327/photo/1', 'https://twitter.com/zHCqZNDpE8cSv1w/status/1434527457818808327/photo/1', 'https://twitter.com/zHCqZNDpE8cSv1w/status/1434527457818808327/photo/1']",1044,59,2412,4,7140dibdnow9c7btw4803qh0y60v44vlfxy97j0k2addk,2022-11-22 23:49:33.583705
True,https://t.co/CCaG6qBX1Y,Twitter for iPhone,1432917603987644417,2021-09-01T04:05:53.000Z,zxx,everyone,1276913475684495361,['1432917603987644417'],[],['https://twitter.com/MayLay96930867/status/1384545354931077124/video/1'],125,3,483,4,7140dibdnow9c7btw4803qh0y60v44vlfxy97j0k2addk,2022-11-22 23:49:33.583719
True,Time for morning cardio. Burn off that pizza from last night https://t.co/WOfrXhKyLx,Twitter for Android,1434059962460876804,2021-09-04T07:45:13.000Z,en,everyone,799393789387407360,['1434059962460876804'],[],"['https://twitter.com/massively_mode/status/1434059962460876804/photo/1', 'https://twitter.com/massively_mode/status/1434059962460876804/photo/1']",208,11,1685,0,7140dibdnow9c7btw4803qh0y60v44vlfxy97j0k2addk,2022-11-22 23:49:33.583733
False,https://t.co/W5fPxDont3,Twitter for Android,1431910591858237441,2021-08-29T09:24:23.000Z,zxx,everyone,1118349421073158144,['1431910591858237441'],[],['https://twitter.com/colt_star/status/1431910591858237441/photo/1'],16,3,206,1,7140dibdnow9c7btw4803qh0y60v44vlfxy97j0k2addk,2022-11-22 23:49:33.583746
False,มองหาเรื่องหรือหาผม https://t.co/AUc7y6rT7z,Twitter for iPhone,1432536258966810624,2021-08-31T02:50:34.000Z,th,everyone,1103883736548954113,['1432536258966810624'],[],['https://twitter.com/kimizenontwitt/status/1432536258966810624/photo/1'],142,15,1064,1,7140dibdnow9c7btw4803qh0y60v44vlfxy97j0k2addk,2022-11-22 23:49:33.583760
True,https://t.co/QEs7WXq31U,Twitter for iPhone,1431851574205157377,2021-08-29T05:29:52.000Z,zxx,everyone,1269523931653783552,['1431851574205157377'],[],['https://twitter.com/wu_meiniangX2/status/1431504156041179136/video/1'],15,0,21,1,7140dibdnow9c7btw4803qh0y60v44vlfxy97j0k2addk,2022-11-22 23:49:33.583774
True,https://t.co/zE2htaVsv0,Twitter for iPhone,1431476420941795329,2021-08-28T04:39:08.000Z,zxx,everyone,810120876762886144,['1431476420941795329'],[],['https://twitter.com/old_indo/status/1430879520425451525/video/1'],1155,15,3406,9,7140dibdnow9c7btw4803qh0y60v44vlfxy97j0k2addk,2022-11-22 23:49:33.583788
True,https://t.co/JSSAfO5Su3,Twitter for Android,1429357017542451203,2021-08-22T08:17:23.000Z,zxx,everyone,1199572553208975360,['1429357017542451203'],[],"['https://twitter.com/TWMbBLNn4lUmNaS/status/1429357017542451203/photo/1', 'https://twitter.com/TWMbBLNn4lUmNaS/status/1429357017542451203/photo/1', 'https://twitter.com/TWMbBLNn4lUmNaS/status/1429357017542451203/photo/1']",72,4,227,1,7140dibdnow9c7btw4803qh0y60v44vlfxy97j0k2addk,2022-11-22 23:49:33.583804
True,https://t.co/lpJ155uA5Y,Twitter for Android,1429263044605988865,2021-08-22T02:03:58.000Z,zxx,everyone,1199572553208975360,['1429263044605988865'],[],"['https://twitter.com/TWMbBLNn4lUmNaS/status/1429263044605988865/photo/1', 'https://twitter.com/TWMbBLNn4lUmNaS/status/1429263044605988865/photo/1', 'https://twitter.com/TWMbBLNn4lUmNaS/status/1429263044605988865/photo/1']",49,3,156,1,7140dibdnow9c7btw4803qh0y60v44vlfxy97j0k2addk,2022-11-22 23:49:33.583819
False,https://t.co/CfdP2yMeRF,Twitter for Android,1427815022948806656,2021-08-18T02:10:03.000Z,zxx,everyone,1199572553208975360,['1427815022948806656'],[],"['https://twitter.com/TWMbBLNn4lUmNaS/status/1427815022948806656/photo/1', 'https://twitter.com/TWMbBLNn4lUmNaS/status/1427815022948806656/photo/1']",61,4,223,0,7140dibdnow9c7btw4803qh0y60v44vlfxy97j0k2addk,2022-11-22 23:49:33.583834
True,"The word sexy didn’t exist until the birth of @Zello_Nudist_ 

The house was occupied so we decided to go to the backyard,check out the video on OF

⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️

https://t.co/RTvSelinfR https://t.co/087gOEljVj",Twitter for iPhone,1428777094209843207,2021-08-20T17:52:59.000Z,en,everyone,1373935422758326272,['1428777094209843207'],[],"['Https://onlyfans.com/favent6', 'https://twitter.com/Favent6/status/1428777094209843207/video/1']",654,27,2165,8,7140dibdnow9c7btw4803qh0y60v44vlfxy97j0k2addk,2022-11-22 23:49:33.583848
True,By request...the color version. https://t.co/nAs8jtb9oH https://t.co/4BQew5KteG,Twitter Web App,1430545634474430467,2021-08-25T15:00:32.000Z,en,everyone,811970640735387648,['1430545634474430467'],[],"['http://onlyfans.com/realguyla', 'https://twitter.com/Realguyla/status/1430545634474430467/photo/1']",406,27,2120,8,7140dibdnow9c7btw4803qh0y60v44vlfxy97j0k2addk,2022-11-22 23:49:33.583863
False,ສະບາຍດີຊາວທະວິດເຕີ ໃຜແນ່ນໍເຄີຍເຮັດລາວ ຄອມເມັ້ນມາແນ່ https://t.co/bCWPE2OpKB,Twitter for Android,1429797635628539913,2021-08-23T13:28:15.000Z,lo,everyone,1396467776106102785,['1429797635628539913'],[],['https://twitter.com/Love80741878/status/1429797635628539913/photo/1'],13,11,247,0,7140dibdnow9c7btw4803qh0y60v44vlfxy97j0k2addk,2022-11-22 23:49:33.583878
True,Mong sau này được như vậy! https://t.co/H23S04YO3b,Twitter for Android,1427584777066975233,2021-08-17T10:55:08.000Z,vi,everyone,984414629961936897,['1427584777066975233'],[],['https://twitter.com/86468HungDang/status/1427584777066975233/video/1'],239,0,621,2,7140dibdnow9c7btw4803qh0y60v44vlfxy97j0k2addk,2022-11-22 23:49:33.583891
False,@FRm9ozWpArrV4I6 พอตัวครับ,Twitter for Android,1429529354334134272,2021-08-22T19:42:12.000Z,th,everyone,1423257274613522432,['1429529354334134272'],[],[],0,0,4,0,7140dibdnow9c7btw4803qh0y60v44vlfxy97j0k2addk,2022-11-22 23:49:33.583905
False,😍 https://t.co/pkj7VRk6Rh,Twitter for Android,1429484728034467840,2021-08-22T16:44:52.000Z,und,everyone,1340943147371814914,['1429484728034467840'],[],['https://twitter.com/CurtindoCoroas/status/1429484728034467840/photo/1'],449,47,4910,16,7140dibdnow9c7btw4803qh0y60v44vlfxy97j0k2addk,2022-11-22 23:49:33.583920
False,เย็นนี้สนใจ Outdoor กันครับ https://t.co/tOGBHI0xpH,Twitter for iPad,1429297210668183554,2021-08-22T04:19:44.000Z,th,everyone,3527947518,['1429297210668183554'],[],['https://twitter.com/Nutkung_gay/status/1429297210668183554/photo/1'],115,26,1338,0,7140dibdnow9c7btw4803qh0y60v44vlfxy97j0k2addk,2022-11-22 23:49:33.583934
True,ဘဘကြီးဖီးကောင်းတယ်နော် စုပ်ပေးတဲ့ဘကြီးကလဲ အရမ်းပဲနော် ရေတောင်မြိုချတယ် https://t.co/VQu5r6xjPI,Twitter for Android,1429670057026625536,2021-08-23T05:01:18.000Z,my,everyone,1224264456965738497,['1429670057026625536'],[],['https://twitter.com/chai_bn/status/1429670057026625536/video/1'],494,4,1080,5,7140dibdnow9c7btw4803qh0y60v44vlfxy97j0k2addk,2022-11-22 23:49:33.583948
True,https://t.co/8t0iQ7PewK,Twitter for Android,1429185574104190984,2021-08-21T20:56:08.000Z,zxx,everyone,601191913,['1429185574104190984'],[],['https://twitter.com/papas_modur/status/1429185574104190984/photo/1'],202,10,1471,1,7140dibdnow9c7btw4803qh0y60v44vlfxy97j0k2addk,2022-11-22 23:49:33.583960
True,"รุ่นน้องเงี่ยนก็เลยเย็ดในห้องน้ำซะเลย
👉🏽เข้ากลุ่มไลน์ มีคลิปเต็มลงคลิปตลอด
👉🏽สนับสนุนกลุ่ม แอดไลน์มาที่ Line.thelastman_ice

ฝากไอจีด้วยน้ะคับเพื่อนๆ IG.icebuilderlifting

#ชายแท้รับงาน 
#ชายแท้รับงานผู้หญิง
#ชายแท้รับงานสาวสอง 
#ชายแท้รับงานเกย์
#รับงานคอลเสียวเปิดกล้องชักว่าว https://t.co/nOp0PIUcWF",Twitter for iPhone,1428934657228251139,2021-08-21T04:19:05.000Z,th,everyone,1361233198806536201,['1428934657228251139'],"['ชายแท้รับงาน', 'ชายแท้รับงานผู้หญิง', 'ชายแท้รับงานสาวสอง', 'ชายแท้รับงานเกย์', 'รับงานคอลเสียวเปิดกล้องชักว่าว']",['https://twitter.com/thelastmanice/status/1428934657228251139/video/1'],8826,52,13631,35,7140dibdnow9c7btw4803qh0y60v44vlfxy97j0k2addk,2022-11-22 23:49:33.583976
True,https://t.co/zclAx9Ya7M,Twitter for Android,1428441483049377798,2021-08-19T19:39:23.000Z,zxx,everyone,1143028104073371648,['1428441483049377798'],[],['https://twitter.com/ElverGarrica13/status/1428441483049377798/photo/1'],4929,211,37577,77,7140dibdnow9c7btw4803qh0y60v44vlfxy97j0k2addk,2022-11-22 23:49:33.583991
True,¡Cooosa! 😋👄🤤. https://t.co/teU1uNF5Bm,Twitter for Android,1427777360657518594,2021-08-17T23:40:24.000Z,it,everyone,969632431362985984,['1427777360657518594'],[],['https://twitter.com/PacoMeloRico4/status/1427777360657518594/photo/1'],44,2,272,0,7140dibdnow9c7btw4803qh0y60v44vlfxy97j0k2addk,2022-11-22 23:49:33.584005
False,My last bath of 49 ready for the boys on next decade 💋💋💋💋 https://t.co/w2VYV9D3MT,Twitter for iPhone,1427346245882941443,2021-08-16T19:07:18.000Z,en,everyone,920666202841772032,['1427346245882941443'],[],['https://twitter.com/Carlosuk69/status/1427346245882941443/photo/1'],2,0,16,0,7140dibdnow9c7btw4803qh0y60v44vlfxy97j0k2addk,2022-11-22 23:49:33.584019
False,#NewProfilePic https://t.co/TgcvrNTwrb,Twitter for iPhone,1427470841328013313,2021-08-17T03:22:24.000Z,qme,everyone,1103883736548954113,['1427470841328013313'],['NewProfilePic'],['https://twitter.com/kimizenontwitt/status/1427470841328013313/photo/1'],60,10,826,1,7140dibdnow9c7btw4803qh0y60v44vlfxy97j0k2addk,2022-11-22 23:49:33.584032
True,ลุงเซียนพระเงี่ยน https://t.co/teP6lIB6wO,Twitter for Android,1427085009052004352,2021-08-16T01:49:14.000Z,th,everyone,1220210106307993600,['1427085009052004352'],[],"['https://twitter.com/zHCqZNDpE8cSv1w/status/1427085009052004352/photo/1', 'https://twitter.com/zHCqZNDpE8cSv1w/status/1427085009052004352/photo/1', 'https://twitter.com/zHCqZNDpE8cSv1w/status/1427085009052004352/photo/1']",77,2,261,2,7140dibdnow9c7btw4803qh0y60v44vlfxy97j0k2addk,2022-11-22 23:49:33.584045
False,ลงอ่างงงงงง......ปวดหลัง ปวดคอ ปวดๆ น้ำอุ่นไม่ได้ช่วยเท่าไหร่เล๊ย😥 https://t.co/yURq2mRzU1,Twitter for Android,1426460686486446081,2021-08-14T08:28:24.000Z,th,everyone,1099353484808269825,['1426460686486446081'],[],['https://twitter.com/lerr_rk/status/1426460686486446081/photo/1'],5,4,162,0,7140dibdnow9c7btw4803qh0y60v44vlfxy97j0k2addk,2022-11-22 23:49:33.584059
True,Soy fans de las pollas peludas 🍆👄😋. https://t.co/b1xq4BqFx0,Twitter for Android,1426548954905419776,2021-08-14T14:19:09.000Z,es,everyone,969632431362985984,['1426548954905419776'],[],['https://twitter.com/PacoMeloRico4/status/1426548954905419776/photo/1'],51,4,311,0,7140dibdnow9c7btw4803qh0y60v44vlfxy97j0k2addk,2022-11-22 23:49:33.584072
False,"นอนพักผ่อนเยอะ..วิตามินซี
 ดี และ อี เเยะๆ 
relax and dietaries https://t.co/qb7w5gkIyX",Twitter for Android,1426467673425137668,2021-08-14T08:56:10.000Z,th,everyone,773142223617527809,['1426467673425137668'],[],['https://twitter.com/thep_thewah/status/1426467673425137668/photo/1'],55,31,868,0,7140dibdnow9c7btw4803qh0y60v44vlfxy97j0k2addk,2022-11-22 23:49:33.584087
False,@UXXH2SbHimKKdtT's account is temporarily unavailable because it violates the Twitter Media Policy. Learn more.,Twitter for Android,1426327160353038337,2021-08-13T23:37:49.000Z,th,everyone,1372889140358914061,['1426327160353038337'],[],['https://support.twitter.com/articles/20169199'],78,24,755,0,7140dibdnow9c7btw4803qh0y60v44vlfxy97j0k2addk,2022-11-22 23:49:33.584102
False,ผมชอบคนอ้วน100+แต่ทำไมมีแต่คนผอมทักมาเยอะจังอ่ะ...ไม่เข้าใจอ่า,Twitter for Android,1425740302392823808,2021-08-12T08:45:51.000Z,th,everyone,1401810945718980614,['1425740302392823808'],[],[],0,10,33,0,7140dibdnow9c7btw4803qh0y60v44vlfxy97j0k2addk,2022-11-22 23:49:33.584116
False,#NewProfilePic https://t.co/8iP78Oq72u,Twitter for iPhone,1424744375477628931,2021-08-09T14:48:24.000Z,qme,everyone,1048995075114467328,['1424744375477628931'],['NewProfilePic'],['https://twitter.com/handongar3/status/1424744375477628931/photo/1'],5,2,282,0,7140dibdnow9c7btw4803qh0y60v44vlfxy97j0k2addk,2022-11-22 23:49:33.584132
